[gmean] 2026-07-12T23:41:12 out_dir=autoresearch/exact-itc99-current-best-q-lcb-260712/b22_C
[gmean] 2026-07-12T23:41:12 budgets=iscas99__b22:915
[gmean] 2026-07-12T23:41:12 variant_start id=greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0
[gmean] 2026-07-12T23:41:12 [1/1] plan_start benchmark=iscas99__b22 budget=915 planner=greedy score=q_pred_lcb
[plan iscas99__b22] [plan] step=764 node=N7509 type=observe q_pred_lcb=-0.811012 sequence=-453.101453
[plan iscas99__b22] [plan] step=765 node=N7510 type=observe q_pred_lcb=-0.683619 sequence=-453.785073
[plan iscas99__b22] [plan] step=766 node=N7511 type=observe q_pred_lcb=-0.816134 sequence=-454.601206
[plan iscas99__b22] [plan] step=767 node=N7512 type=observe q_pred_lcb=-0.563846 sequence=-455.165052
[plan iscas99__b22] [plan] step=768 node=N7514 type=observe q_pred_lcb=-0.816705 sequence=-455.981757
[plan iscas99__b22] [plan] step=769 node=N7515 type=observe q_pred_lcb=-0.586273 sequence=-456.568030
[plan iscas99__b22] [plan] step=770 node=N7516 type=observe q_pred_lcb=-0.809986 sequence=-457.378017
[plan iscas99__b22] [plan] step=771 node=N7517 type=observe q_pred_lcb=-0.844414 sequence=-458.222431
[plan iscas99__b22] [plan] step=772 node=N7518 type=observe q_pred_lcb=-0.566402 sequence=-458.788833
[plan iscas99__b22] [plan] step=773 node=N7519 type=observe q_pred_lcb=-0.648986 sequence=-459.437819
[plan iscas99__b22] [plan] step=774 node=N7520 type=observe q_pred_lcb=-0.802830 sequence=-460.240649
[plan iscas99__b22] [plan] step=775 node=N7521 type=observe q_pred_lcb=-0.524469 sequence=-460.765118
[plan iscas99__b22] [plan] step=776 node=N7522 type=observe q_pred_lcb=-0.634604 sequence=-461.399722
[plan iscas99__b22] [plan] step=777 node=N7523 type=observe q_pred_lcb=-0.786373 sequence=-462.186095
[plan iscas99__b22] [plan] step=778 node=N7524 type=observe q_pred_lcb=-0.476056 sequence=-462.662151
[plan iscas99__b22] [plan] step=779 node=N7525 type=observe q_pred_lcb=-0.612936 sequence=-463.275087
[plan iscas99__b22] [plan] step=780 node=N7526 type=observe q_pred_lcb=-0.772132 sequence=-464.047219
[plan iscas99__b22] [plan] step=781 node=N7527 type=observe q_pred_lcb=-0.405667 sequence=-464.452886
[plan iscas99__b22] [plan] step=782 node=N7528 type=observe q_pred_lcb=-0.584916 sequence=-465.037802
[plan iscas99__b22] [plan] step=783 node=N7529 type=observe q_pred_lcb=-0.753841 sequence=-465.791643
[plan iscas99__b22] [plan] step=784 node=N7530 type=observe q_pred_lcb=-0.323656 sequence=-466.115299
[plan iscas99__b22] [plan] step=785 node=N7532 type=observe q_pred_lcb=-0.718732 sequence=-466.834032
[plan iscas99__b22] [plan] step=786 node=N7533 type=observe q_pred_lcb=-0.316757 sequence=-467.150788
[plan iscas99__b22] [plan] step=787 node=N7534 type=observe q_pred_lcb=-0.540521 sequence=-467.691310
[plan iscas99__b22] [plan] step=788 node=N7535 type=observe q_pred_lcb=-0.721677 sequence=-468.412986
[plan iscas99__b22] [plan] step=789 node=N7536 type=observe q_pred_lcb=-0.271579 sequence=-468.684566
[plan iscas99__b22] [plan] step=790 node=N7538 type=observe q_pred_lcb=-0.693253 sequence=-469.377818
[plan iscas99__b22] [plan] step=791 node=N7539 type=observe q_pred_lcb=-0.298533 sequence=-469.676351
[plan iscas99__b22] [plan] step=792 node=N7540 type=observe q_pred_lcb=-0.677077 sequence=-470.353428
[plan iscas99__b22] [plan] step=793 node=N7541 type=observe q_pred_lcb=-0.752841 sequence=-471.106269
[plan iscas99__b22] [plan] step=794 node=N7542 type=observe q_pred_lcb=-0.309218 sequence=-471.415486
[plan iscas99__b22] [plan] step=795 node=N7543 type=observe q_pred_lcb=-0.687584 sequence=-472.103070
[plan iscas99__b22] [plan] step=796 node=N7544 type=observe q_pred_lcb=-0.760882 sequence=-472.863952
[plan iscas99__b22] [plan] step=797 node=N7545 type=observe q_pred_lcb=-0.305149 sequence=-473.169101
[plan iscas99__b22] [plan] step=798 node=N7546 type=observe q_pred_lcb=-0.690410 sequence=-473.859511
[plan iscas99__b22] [plan] step=799 node=N7547 type=observe q_pred_lcb=-0.764034 sequence=-474.623545
[plan iscas99__b22] [plan] step=800 node=N7548 type=observe q_pred_lcb=-0.295407 sequence=-474.918952
[plan iscas99__b22] [plan] step=801 node=N7549 type=observe q_pred_lcb=-0.689219 sequence=-475.608172
[plan iscas99__b22] [plan] step=802 node=N7550 type=observe q_pred_lcb=-0.763079 sequence=-476.371251
[plan iscas99__b22] [plan] step=803 node=N7551 type=observe q_pred_lcb=-0.284147 sequence=-476.655398
[plan iscas99__b22] [plan] step=804 node=N7552 type=observe q_pred_lcb=-0.686488 sequence=-477.341886
[plan iscas99__b22] [plan] step=805 node=N7553 type=observe q_pred_lcb=-0.762443 sequence=-478.104329
[plan iscas99__b22] [plan] step=806 node=N7554 type=observe q_pred_lcb=-0.273098 sequence=-478.377426
[plan iscas99__b22] [plan] step=807 node=N7555 type=observe q_pred_lcb=-0.683462 sequence=-479.060888
[plan iscas99__b22] [plan] step=808 node=N7556 type=observe q_pred_lcb=-0.760501 sequence=-479.821389
[plan iscas99__b22] [plan] step=809 node=N7557 type=observe q_pred_lcb=-0.266085 sequence=-480.087474
[plan iscas99__b22] [plan] step=810 node=N7559 type=observe q_pred_lcb=-0.699731 sequence=-480.787206
[plan iscas99__b22] [plan] step=811 node=N7560 type=observe q_pred_lcb=-0.294331 sequence=-481.081537
[plan iscas99__b22] [plan] step=812 node=N7561 type=observe q_pred_lcb=-0.533882 sequence=-481.615419
[plan iscas99__b22] [plan] step=813 node=N7562 type=observe q_pred_lcb=-0.714378 sequence=-482.329797
[plan iscas99__b22] [plan] step=814 node=N7563 type=observe q_pred_lcb=-0.296971 sequence=-482.626767
[plan iscas99__b22] [plan] step=815 node=N7564 type=observe q_pred_lcb=-0.686960 sequence=-483.313727
[plan iscas99__b22] [plan] step=816 node=N7565 type=observe q_pred_lcb=-0.763911 sequence=-484.077638
[plan iscas99__b22] [plan] step=817 node=N7566 type=observe q_pred_lcb=-0.319643 sequence=-484.397281
[plan iscas99__b22] [plan] step=818 node=N7567 type=observe q_pred_lcb=-0.699924 sequence=-485.097206
[plan iscas99__b22] [plan] step=819 node=N7568 type=observe q_pred_lcb=-0.771061 sequence=-485.868266
[plan iscas99__b22] [plan] step=820 node=N7569 type=observe q_pred_lcb=-0.316238 sequence=-486.184504
[plan iscas99__b22] [plan] step=821 node=N7570 type=observe q_pred_lcb=-0.700378 sequence=-486.884883
[plan iscas99__b22] [plan] step=822 node=N7571 type=observe q_pred_lcb=-0.341285 sequence=-487.226168
[plan iscas99__b22] [plan] step=823 node=N7572 type=observe q_pred_lcb=-0.718294 sequence=-487.944462
[plan iscas99__b22] [plan] step=824 node=N7660 type=observe q_pred_lcb=-0.640297 sequence=-488.584759
[plan iscas99__b22] [plan] step=825 node=N7678 type=observe q_pred_lcb=-0.760112 sequence=-489.344871
[plan iscas99__b22] [plan] step=826 node=N10475 type=observe q_pred_lcb=-0.665933 sequence=-490.010804
[plan iscas99__b22] [plan] step=827 node=N10478 type=observe q_pred_lcb=-0.652723 sequence=-490.663527
[plan iscas99__b22] [plan] step=828 node=N10460 type=observe q_pred_lcb=-0.644664 sequence=-491.308191
[plan iscas99__b22] [plan] step=829 node=N10463 type=observe q_pred_lcb=-0.639566 sequence=-491.947757
[plan iscas99__b22] [plan] step=830 node=N10466 type=observe q_pred_lcb=-0.634437 sequence=-492.582194
[plan iscas99__b22] [plan] step=831 node=N10469 type=observe q_pred_lcb=-0.629424 sequence=-493.211618
[plan iscas99__b22] [plan] step=832 node=N10472 type=observe q_pred_lcb=-0.624665 sequence=-493.836283
[plan iscas99__b22] [plan] step=833 node=N10442 type=observe q_pred_lcb=-0.620426 sequence=-494.456709
[plan iscas99__b22] [plan] step=834 node=N10451 type=observe q_pred_lcb=-0.615398 sequence=-495.072107
[plan iscas99__b22] [plan] step=835 node=N10436 type=observe q_pred_lcb=-0.610800 sequence=-495.682907
[plan iscas99__b22] [plan] step=836 node=N10421 type=observe q_pred_lcb=-0.606419 sequence=-496.289326
[plan iscas99__b22] [plan] step=837 node=N10415 type=observe q_pred_lcb=-0.602169 sequence=-496.891495
[plan iscas99__b22] [plan] step=838 node=N10418 type=observe q_pred_lcb=-0.598295 sequence=-497.489790
[plan iscas99__b22] [plan] step=839 node=N10484 type=observe q_pred_lcb=-0.597028 sequence=-498.086818
[plan iscas99__b22] [plan] step=840 node=N10409 type=observe q_pred_lcb=-0.597341 sequence=-498.684159
[plan iscas99__b22] [plan] step=841 node=N10496 type=observe q_pred_lcb=-0.597776 sequence=-499.281934
[plan iscas99__b22] [plan] step=842 node=N9821 type=observe q_pred_lcb=-0.926197 sequence=-500.208132
[plan iscas99__b22] [plan] step=843 node=N9823 type=observe q_pred_lcb=-0.884840 sequence=-501.092972
[plan iscas99__b22] [plan] step=844 node=N9825 type=observe q_pred_lcb=-0.901272 sequence=-501.994243
[plan iscas99__b22] [plan] step=845 node=N9827 type=observe q_pred_lcb=-0.677840 sequence=-502.672084
[plan iscas99__b22] [plan] step=846 node=N9829 type=observe q_pred_lcb=-0.648732 sequence=-503.320815
[plan iscas99__b22] [plan] step=847 node=N9831 type=observe q_pred_lcb=-0.629149 sequence=-503.949965
[plan iscas99__b22] [plan] step=848 node=N9837 type=observe q_pred_lcb=-0.619005 sequence=-504.568969
[plan iscas99__b22] [plan] step=849 node=N9859 type=observe q_pred_lcb=-0.613137 sequence=-505.182106
[plan iscas99__b22] [plan] step=850 node=N9873 type=observe q_pred_lcb=-0.873805 sequence=-506.055911
[plan iscas99__b22] [plan] step=851 node=N9875 type=observe q_pred_lcb=-0.837473 sequence=-506.893384
[plan iscas99__b22] [plan] step=852 node=N9877 type=observe q_pred_lcb=-0.853979 sequence=-507.747363
[plan iscas99__b22] [plan] step=853 node=N9879 type=observe q_pred_lcb=-0.849989 sequence=-508.597352
[plan iscas99__b22] [plan] step=854 node=N9881 type=observe q_pred_lcb=-0.690902 sequence=-509.288254
[plan iscas99__b22] [plan] step=855 node=N9883 type=observe q_pred_lcb=-0.663167 sequence=-509.951420
[plan iscas99__b22] [plan] step=856 node=N9822 type=observe q_pred_lcb=-0.815093 sequence=-510.766513
[plan iscas99__b22] [plan] step=857 node=N9824 type=observe q_pred_lcb=-0.811576 sequence=-511.578089
[plan iscas99__b22] [plan] step=858 node=N9826 type=observe q_pred_lcb=-0.819862 sequence=-512.397951
[plan iscas99__b22] [plan] step=859 node=N9828 type=observe q_pred_lcb=-0.819744 sequence=-513.217695
[plan iscas99__b22] [plan] step=860 node=N9830 type=observe q_pred_lcb=-0.818318 sequence=-514.036014
[plan iscas99__b22] [plan] step=861 node=N9832 type=observe q_pred_lcb=-0.818656 sequence=-514.854669
[plan iscas99__b22] [plan] step=862 node=N9838 type=observe q_pred_lcb=-0.821700 sequence=-515.676369
[plan iscas99__b22] [plan] step=863 node=N9851 type=observe q_pred_lcb=0.568769 sequence=-515.107600
[plan iscas99__b22] [plan] step=864 node=N9854 type=observe q_pred_lcb=-0.490988 sequence=-515.598589
[plan iscas99__b22] [plan] step=865 node=N9855 type=observe q_pred_lcb=0.508329 sequence=-515.090260
[plan iscas99__b22] [plan] step=866 node=N9858 type=observe q_pred_lcb=-0.412128 sequence=-515.502388
[plan iscas99__b22] [plan] step=867 node=N9860 type=observe q_pred_lcb=-0.437795 sequence=-515.940183
[plan iscas99__b22] [plan] step=868 node=N9861 type=observe q_pred_lcb=0.595029 sequence=-515.345154
[plan iscas99__b22] [plan] step=869 node=N9862 type=observe q_pred_lcb=-0.334182 sequence=-515.679336
[plan iscas99__b22] [plan] step=870 node=N9863 type=observe q_pred_lcb=0.416965 sequence=-515.262371
[plan iscas99__b22] [plan] step=871 node=N9864 type=observe q_pred_lcb=-0.322982 sequence=-515.585353
[plan iscas99__b22] [plan] step=872 node=N9865 type=observe q_pred_lcb=0.307710 sequence=-515.277643
[plan iscas99__b22] [plan] step=873 node=N9866 type=observe q_pred_lcb=-0.339541 sequence=-515.617185
[plan iscas99__b22] [plan] step=874 node=N9867 type=observe q_pred_lcb=0.170199 sequence=-515.446985
[plan iscas99__b22] [plan] step=875 node=N9868 type=observe q_pred_lcb=-0.402574 sequence=-515.849560
[plan iscas99__b22] [plan] step=876 node=N9869 type=observe q_pred_lcb=-0.410936 sequence=-516.260495
[plan iscas99__b22] [plan] step=877 node=N9870 type=observe q_pred_lcb=-0.592230 sequence=-516.852725
[plan iscas99__b22] [plan] step=878 node=N9871 type=observe q_pred_lcb=-0.530849 sequence=-517.383574
[plan iscas99__b22] [plan] step=879 node=N9872 type=observe q_pred_lcb=-0.694955 sequence=-518.078529
[plan iscas99__b22] [plan] step=880 node=N9874 type=observe q_pred_lcb=-0.742710 sequence=-518.821239
[plan iscas99__b22] [plan] step=881 node=N9876 type=observe q_pred_lcb=-0.780520 sequence=-519.601759
[plan iscas99__b22] [plan] step=882 node=N9878 type=observe q_pred_lcb=-0.804002 sequence=-520.405761
[plan iscas99__b22] [plan] step=883 node=N9880 type=observe q_pred_lcb=-0.818821 sequence=-521.224582
[plan iscas99__b22] [plan] step=884 node=N9882 type=observe q_pred_lcb=-0.688747 sequence=-521.913329
[plan iscas99__b22] [plan] step=885 node=N9884 type=observe q_pred_lcb=-0.664831 sequence=-522.578160
[plan iscas99__b22] [plan] step=886 node=N9885 type=observe q_pred_lcb=-0.797519 sequence=-523.375678
[plan iscas99__b22] [plan] step=887 node=N9886 type=observe q_pred_lcb=-0.812581 sequence=-524.188259
[plan iscas99__b22] [plan] step=888 node=N9887 type=observe q_pred_lcb=-0.827967 sequence=-525.016226
[plan iscas99__b22] [plan] step=889 node=N9888 type=observe q_pred_lcb=-0.690880 sequence=-525.707107
[plan iscas99__b22] [plan] step=890 node=N9889 type=observe q_pred_lcb=-0.807667 sequence=-526.514774
[plan iscas99__b22] [plan] step=891 node=N9890 type=observe q_pred_lcb=-0.818890 sequence=-527.333664
[plan iscas99__b22] [plan] step=892 node=N9891 type=observe q_pred_lcb=-0.682632 sequence=-528.016296
[plan iscas99__b22] [plan] step=893 node=N9892 type=observe q_pred_lcb=-0.801807 sequence=-528.818103
[plan iscas99__b22] [plan] step=894 node=N9893 type=observe q_pred_lcb=-0.813004 sequence=-529.631107
[plan iscas99__b22] [plan] step=895 node=N9894 type=observe q_pred_lcb=-0.675698 sequence=-530.306805
[plan iscas99__b22] [plan] step=896 node=N9895 type=observe q_pred_lcb=-0.796737 sequence=-531.103542
[plan iscas99__b22] [plan] step=897 node=N9896 type=observe q_pred_lcb=-0.809357 sequence=-531.912899
[plan iscas99__b22] [plan] step=898 node=N9897 type=observe q_pred_lcb=-0.670758 sequence=-532.583658
[plan iscas99__b22] [plan] step=899 node=N9898 type=observe q_pred_lcb=-0.794278 sequence=-533.377936
[plan iscas99__b22] [plan] step=900 node=N9899 type=observe q_pred_lcb=-0.805384 sequence=-534.183320
[plan iscas99__b22] [plan] step=901 node=N9900 type=observe q_pred_lcb=-0.669611 sequence=-534.852930
[plan iscas99__b22] [plan] step=902 node=N9901 type=observe q_pred_lcb=-0.792276 sequence=-535.645206
[plan iscas99__b22] [plan] step=903 node=N9902 type=observe q_pred_lcb=-0.805476 sequence=-536.450683
[plan iscas99__b22] [plan] step=904 node=N9907 type=observe q_pred_lcb=-0.670060 sequence=-537.120742
[plan iscas99__b22] [plan] step=905 node=N9908 type=observe q_pred_lcb=-0.791189 sequence=-537.911931
[plan iscas99__b22] [plan] step=906 node=N9909 type=observe q_pred_lcb=-0.806122 sequence=-538.718053
[plan iscas99__b22] [plan] step=907 node=N9930 type=observe q_pred_lcb=-0.818243 sequence=-539.536296
[plan iscas99__b22] [plan] step=908 node=N9931 type=observe q_pred_lcb=-0.822798 sequence=-540.359094
[plan iscas99__b22] [plan] step=909 node=N9933 type=observe q_pred_lcb=-0.825187 sequence=-541.184281
[plan iscas99__b22] [plan] step=910 node=N9936 type=observe q_pred_lcb=-0.828946 sequence=-542.013227
[plan iscas99__b22] [plan] step=911 node=N9937 type=observe q_pred_lcb=-0.830003 sequence=-542.843230
[plan iscas99__b22] [plan] step=912 node=N9938 type=observe q_pred_lcb=-0.686673 sequence=-543.529904
[plan iscas99__b22] [plan] step=913 node=N9939 type=observe q_pred_lcb=-0.798068 sequence=-544.327972
[plan iscas99__b22] [plan] step=914 node=N9940 type=observe q_pred_lcb=-0.673428 sequence=-545.001400
[plan iscas99__b22] [plan] step=915 node=N9941 type=observe q_pred_lcb=-0.789067 sequence=-545.790467
[plan iscas99__b22] saved=autoresearch/exact-itc99-current-best-q-lcb-260712/b22_C/plans/iscas99__b22__greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0.csv
[gmean] 2026-07-13T00:33:05 [1/1] plan_done benchmark=iscas99__b22 plan_sec=3112.645 plan_csv=autoresearch/exact-itc99-current-best-q-lcb-260712/b22_C/plans/iscas99__b22__greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0.csv
[gmean] 2026-07-13T00:33:05 [1/1] eval_start benchmark=iscas99__b22 backend=atalanta-bist patterns=300000
[eval iscas99__b22] {
[eval iscas99__b22]   "records": 2,
[eval iscas99__b22]   "labels_csv": "autoresearch/exact-itc99-current-best-q-lcb-260712/b22_C/evals/iscas99__b22__greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0/labels.csv",
[eval iscas99__b22]   "summary_json": "autoresearch/exact-itc99-current-best-q-lcb-260712/b22_C/evals/iscas99__b22__greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0/summary.json"
[eval iscas99__b22] }
[gmean] 2026-07-13T00:33:21 [1/1] eval_done benchmark=iscas99__b22 delta_tc=0.044849999999999945 plan_sec=3112.645 eval_sec=16.4 total_sec=3129.101
[gmean] 2026-07-13T00:33:21 variant_done id=greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0 status=ok macro=0.044849999999999945 positives=1 negatives=0 elapsed=3129.101
