[gmean] 2026-07-16T14:50:27 out_dir=autoresearch/improve-260716-1344/round3_b17/context_recall_c192
[gmean] 2026-07-16T14:50:27 budgets=iscas99__b17:994
[gmean] 2026-07-16T14:50:27 variant_start id=greedy__cumulative__q_pred_context__bw1__d1__c192__g1p0__candheuristic_recall_pool__div0p0__s0
[gmean] 2026-07-16T14:50:27 [1/1] plan_start benchmark=iscas99__b17 budget=994 planner=greedy score=q_pred_context
[plan iscas99__b17] [plan] step=808 node=N26224 type=observe q_pred_context=1.340181 sequence=2593.374287
[plan iscas99__b17] [plan] step=809 node=N26220 type=observe q_pred_context=1.690061 sequence=2595.064348
[plan iscas99__b17] [plan] step=810 node=N3777 type=observe q_pred_context=1.260057 sequence=2596.324405
[plan iscas99__b17] [plan] step=811 node=N3776 type=observe q_pred_context=1.048830 sequence=2597.373234
[plan iscas99__b17] [plan] step=812 node=N2238 type=observe q_pred_context=1.225981 sequence=2598.599215
[plan iscas99__b17] [plan] step=813 node=N19522 type=observe q_pred_context=1.882750 sequence=2600.481965
[plan iscas99__b17] [plan] step=814 node=N2239 type=observe q_pred_context=1.473879 sequence=2601.955844
[plan iscas99__b17] [plan] step=815 node=N19711 type=observe q_pred_context=1.250259 sequence=2603.206102
[plan iscas99__b17] [plan] step=816 node=N2235 type=observe q_pred_context=1.412057 sequence=2604.618159
[plan iscas99__b17] [plan] step=817 node=N19709 type=observe q_pred_context=1.574217 sequence=2606.192377
[plan iscas99__b17] [plan] step=818 node=N19710 type=observe q_pred_context=1.287753 sequence=2607.480130
[plan iscas99__b17] [plan] step=819 node=N2242 type=observe q_pred_context=1.139698 sequence=2608.619828
[plan iscas99__b17] [plan] step=820 node=N3580 type=observe q_pred_context=3.616502 sequence=2612.236330
[plan iscas99__b17] [plan] step=821 node=N3844 type=observe q_pred_context=2.541059 sequence=2614.777389
[plan iscas99__b17] [plan] step=822 node=N2156 type=control0 q_pred_context=3.677096 sequence=2618.454485
[plan iscas99__b17] [plan] step=823 node=N3896 type=observe q_pred_context=1.253719 sequence=2619.708204
[plan iscas99__b17] [plan] step=824 node=N2156 type=control1 q_pred_context=1.419180 sequence=2621.127384
[plan iscas99__b17] [plan] step=825 node=N20379 type=control0 q_pred_context=1.281961 sequence=2622.409344
[plan iscas99__b17] [plan] step=826 node=N3390 type=observe q_pred_context=1.719785 sequence=2624.129129
[plan iscas99__b17] [plan] step=827 node=N9601 type=observe q_pred_context=1.196429 sequence=2625.325558
[plan iscas99__b17] [plan] step=828 node=N2695 type=observe q_pred_context=1.496535 sequence=2626.822094
[plan iscas99__b17] [plan] step=829 node=N3397 type=observe q_pred_context=1.423882 sequence=2628.245976
[plan iscas99__b17] [plan] step=830 node=N3904 type=observe q_pred_context=0.987869 sequence=2629.233845
[plan iscas99__b17] [plan] step=831 node=N2696 type=observe q_pred_context=0.775279 sequence=2630.009124
[plan iscas99__b17] [plan] step=832 node=N2697 type=observe q_pred_context=0.726263 sequence=2630.735387
[plan iscas99__b17] [plan] step=833 node=N20950 type=observe q_pred_context=0.719802 sequence=2631.455189
[plan iscas99__b17] [plan] step=834 node=N2876 type=observe q_pred_context=0.587981 sequence=2632.043171
[plan iscas99__b17] [plan] step=835 node=N2856 type=observe q_pred_context=0.977716 sequence=2633.020887
[plan iscas99__b17] [plan] step=836 node=N29484 type=observe q_pred_context=0.784475 sequence=2633.805362
[plan iscas99__b17] [plan] step=837 node=N29528 type=observe q_pred_context=1.017099 sequence=2634.822461
[plan iscas99__b17] [plan] step=838 node=N29529 type=observe q_pred_context=1.095023 sequence=2635.917484
[plan iscas99__b17] [plan] step=839 node=N9595 type=observe q_pred_context=0.718408 sequence=2636.635893
[plan iscas99__b17] [plan] step=840 node=N2849 type=observe q_pred_context=0.721954 sequence=2637.357846
[plan iscas99__b17] [plan] step=841 node=N3955 type=observe q_pred_context=1.331499 sequence=2638.689345
[plan iscas99__b17] [plan] step=842 node=N9593 type=observe q_pred_context=0.768045 sequence=2639.457390
[plan iscas99__b17] [plan] step=843 node=N26476 type=observe q_pred_context=1.124516 sequence=2640.581906
[plan iscas99__b17] [plan] step=844 node=N14170 type=observe q_pred_context=0.877476 sequence=2641.459382
[plan iscas99__b17] [plan] step=845 node=N26518 type=observe q_pred_context=1.186041 sequence=2642.645422
[plan iscas99__b17] [plan] step=846 node=N26519 type=observe q_pred_context=1.228160 sequence=2643.873582
[plan iscas99__b17] [plan] step=847 node=N26509 type=observe q_pred_context=2.037826 sequence=2645.911408
[plan iscas99__b17] [plan] step=848 node=N24950 type=observe q_pred_context=1.650290 sequence=2647.561698
[plan iscas99__b17] [plan] step=849 node=N19330 type=observe q_pred_context=0.679644 sequence=2648.241342
[plan iscas99__b17] [plan] step=850 node=N27654 type=observe q_pred_context=0.750977 sequence=2648.992318
[plan iscas99__b17] [plan] step=851 node=N8957 type=observe q_pred_context=0.749089 sequence=2649.741407
[plan iscas99__b17] [plan] step=852 node=N3957 type=observe q_pred_context=0.631227 sequence=2650.372634
[plan iscas99__b17] [plan] step=853 node=N29390 type=observe q_pred_context=0.628641 sequence=2651.001275
[plan iscas99__b17] [plan] step=854 node=N31492 type=observe q_pred_context=0.628490 sequence=2651.629765
[plan iscas99__b17] [plan] step=855 node=N20517 type=observe q_pred_context=0.669388 sequence=2652.299152
[plan iscas99__b17] [plan] step=856 node=N26510 type=observe q_pred_context=0.916428 sequence=2653.215580
[plan iscas99__b17] [plan] step=857 node=N26511 type=observe q_pred_context=1.131262 sequence=2654.346842
[plan iscas99__b17] [plan] step=858 node=N14123 type=observe q_pred_context=0.652356 sequence=2654.999198
[plan iscas99__b17] [plan] step=859 node=N26515 type=observe q_pred_context=0.996410 sequence=2655.995608
[plan iscas99__b17] [plan] step=860 node=N26516 type=observe q_pred_context=1.139478 sequence=2657.135086
[plan iscas99__b17] [plan] step=861 node=N14120 type=observe q_pred_context=0.637323 sequence=2657.772409
[plan iscas99__b17] [plan] step=862 node=N14121 type=observe q_pred_context=0.649254 sequence=2658.421663
[plan iscas99__b17] [plan] step=863 node=N27256 type=observe q_pred_context=0.684580 sequence=2659.106243
[plan iscas99__b17] [plan] step=864 node=N14105 type=observe q_pred_context=0.675562 sequence=2659.781805
[plan iscas99__b17] [plan] step=865 node=N14122 type=observe q_pred_context=0.666434 sequence=2660.448238
[plan iscas99__b17] [plan] step=866 node=N21194 type=observe q_pred_context=0.712713 sequence=2661.160951
[plan iscas99__b17] [plan] step=867 node=N14118 type=observe q_pred_context=0.778077 sequence=2661.939028
[plan iscas99__b17] [plan] step=868 node=N27261 type=observe q_pred_context=0.793484 sequence=2662.732512
[plan iscas99__b17] [plan] step=869 node=N27254 type=observe q_pred_context=0.789913 sequence=2663.522425
[plan iscas99__b17] [plan] step=870 node=N27255 type=observe q_pred_context=0.838624 sequence=2664.361049
[plan iscas99__b17] [plan] step=871 node=N27260 type=observe q_pred_context=0.831757 sequence=2665.192806
[plan iscas99__b17] [plan] step=872 node=N22518 type=observe q_pred_context=0.809365 sequence=2666.002171
[plan iscas99__b17] [plan] step=873 node=N22528 type=observe q_pred_context=1.375234 sequence=2667.377404
[plan iscas99__b17] [plan] step=874 node=N30476 type=observe q_pred_context=0.878393 sequence=2668.255797
[plan iscas99__b17] [plan] step=875 node=N31020 type=observe q_pred_context=0.840323 sequence=2669.096120
[plan iscas99__b17] [plan] step=876 node=N26502 type=observe q_pred_context=1.598858 sequence=2670.694978
[plan iscas99__b17] [plan] step=877 node=N26503 type=observe q_pred_context=1.873695 sequence=2672.568673
[plan iscas99__b17] [plan] step=878 node=N26504 type=observe q_pred_context=1.888962 sequence=2674.457635
[plan iscas99__b17] [plan] step=879 node=N26508 type=observe q_pred_context=1.767814 sequence=2676.225448
[plan iscas99__b17] [plan] step=880 node=N26513 type=observe q_pred_context=1.939812 sequence=2678.165260
[plan iscas99__b17] [plan] step=881 node=N26517 type=observe q_pred_context=2.142762 sequence=2680.308022
[plan iscas99__b17] [plan] step=882 node=N14106 type=observe q_pred_context=1.137559 sequence=2681.445582
[plan iscas99__b17] [plan] step=883 node=N14116 type=observe q_pred_context=0.959369 sequence=2682.404951
[plan iscas99__b17] [plan] step=884 node=N14114 type=observe q_pred_context=0.862243 sequence=2683.267194
[plan iscas99__b17] [plan] step=885 node=N14112 type=observe q_pred_context=0.724701 sequence=2683.991894
[plan iscas99__b17] [plan] step=886 node=N14110 type=observe q_pred_context=0.637669 sequence=2684.629564
[plan iscas99__b17] [plan] step=887 node=N2217 type=control1 q_pred_context=0.578950 sequence=2685.208513
[plan iscas99__b17] [plan] step=888 node=N3292 type=control0 q_pred_context=2.837083 sequence=2688.045596
[plan iscas99__b17] [plan] step=889 node=N2200 type=control1 q_pred_context=1.295302 sequence=2689.340898
[plan iscas99__b17] [plan] step=890 node=N26681 type=observe q_pred_context=0.633465 sequence=2689.974363
[plan iscas99__b17] [plan] step=891 node=N5882 type=observe q_pred_context=3.372516 sequence=2693.346878
[plan iscas99__b17] [plan] step=892 node=N25742 type=observe q_pred_context=2.353121 sequence=2695.699999
[plan iscas99__b17] [plan] step=893 node=N31018 type=observe q_pred_context=0.918815 sequence=2696.618814
[plan iscas99__b17] [plan] step=894 node=N14095 type=observe q_pred_context=0.935762 sequence=2697.554576
[plan iscas99__b17] [plan] step=895 node=N30489 type=observe q_pred_context=0.651551 sequence=2698.206127
[plan iscas99__b17] [plan] step=896 node=N14101 type=observe q_pred_context=0.752367 sequence=2698.958494
[plan iscas99__b17] [plan] step=897 node=N14098 type=observe q_pred_context=0.659501 sequence=2699.617995
[plan iscas99__b17] [plan] step=898 node=N14103 type=observe q_pred_context=0.749442 sequence=2700.367437
[plan iscas99__b17] [plan] step=899 node=N31721 type=observe q_pred_context=0.644201 sequence=2701.011638
[plan iscas99__b17] [plan] step=900 node=N26086 type=observe q_pred_context=0.645001 sequence=2701.656640
[plan iscas99__b17] [plan] step=901 node=N29548 type=observe q_pred_context=0.643806 sequence=2702.300446
[plan iscas99__b17] [plan] step=902 node=N26507 type=observe q_pred_context=0.902948 sequence=2703.203394
[plan iscas99__b17] [plan] step=903 node=N14102 type=observe q_pred_context=0.639031 sequence=2703.842424
[plan iscas99__b17] [plan] step=904 node=N26130 type=observe q_pred_context=1.451776 sequence=2705.294201
[plan iscas99__b17] [plan] step=905 node=N14007 type=observe q_pred_context=0.821073 sequence=2706.115273
[plan iscas99__b17] [plan] step=906 node=N31722 type=observe q_pred_context=0.600302 sequence=2706.715575
[plan iscas99__b17] [plan] step=907 node=N14012 type=observe q_pred_context=0.877681 sequence=2707.593257
[plan iscas99__b17] [plan] step=908 node=N14099 type=observe q_pred_context=0.699473 sequence=2708.292729
[plan iscas99__b17] [plan] step=909 node=N13992 type=observe q_pred_context=0.862422 sequence=2709.155151
[plan iscas99__b17] [plan] step=910 node=N7909 type=observe q_pred_context=0.988959 sequence=2710.144111
[plan iscas99__b17] [plan] step=911 node=N14096 type=observe q_pred_context=0.668452 sequence=2710.812562
[plan iscas99__b17] [plan] step=912 node=N7896 type=observe q_pred_context=0.981720 sequence=2711.794282
[plan iscas99__b17] [plan] step=913 node=N7914 type=observe q_pred_context=0.990899 sequence=2712.785181
[plan iscas99__b17] [plan] step=914 node=N7904 type=observe q_pred_context=1.317389 sequence=2714.102570
[plan iscas99__b17] [plan] step=915 node=N14104 type=observe q_pred_context=0.888846 sequence=2714.991417
[plan iscas99__b17] [plan] step=916 node=N26108 type=observe q_pred_context=3.982673 sequence=2718.974089
[plan iscas99__b17] [plan] step=917 node=N26100 type=observe q_pred_context=5.958971 sequence=2724.933060
[plan iscas99__b17] [plan] step=918 node=N26102 type=observe q_pred_context=2.402770 sequence=2727.335830
[plan iscas99__b17] [plan] step=919 node=N26104 type=observe q_pred_context=3.166799 sequence=2730.502629
[plan iscas99__b17] [plan] step=920 node=N26106 type=observe q_pred_context=2.018937 sequence=2732.521566
[plan iscas99__b17] [plan] step=921 node=N26110 type=observe q_pred_context=1.763048 sequence=2734.284615
[plan iscas99__b17] [plan] step=922 node=N6026 type=observe q_pred_context=1.213300 sequence=2735.497914
[plan iscas99__b17] [plan] step=923 node=N14108 type=observe q_pred_context=0.804554 sequence=2736.302468
[plan iscas99__b17] [plan] step=924 node=N5270 type=observe q_pred_context=1.095293 sequence=2737.397762
[plan iscas99__b17] [plan] step=925 node=N5269 type=observe q_pred_context=0.866129 sequence=2738.263891
[plan iscas99__b17] [plan] step=926 node=N22512 type=observe q_pred_context=0.739759 sequence=2739.003650
[plan iscas99__b17] [plan] step=927 node=N27355 type=observe q_pred_context=1.704637 sequence=2740.708287
[plan iscas99__b17] [plan] step=928 node=N13455 type=observe q_pred_context=1.407061 sequence=2742.115348
[plan iscas99__b17] [plan] step=929 node=N13457 type=observe q_pred_context=0.716341 sequence=2742.831689
[plan iscas99__b17] [plan] step=930 node=N7640 type=observe q_pred_context=1.243678 sequence=2744.075367
[plan iscas99__b17] [plan] step=931 node=N5163 type=observe q_pred_context=1.296849 sequence=2745.372217
[plan iscas99__b17] [plan] step=932 node=N5158 type=observe q_pred_context=2.001926 sequence=2747.374143
[plan iscas99__b17] [plan] step=933 node=N7643 type=observe q_pred_context=2.273614 sequence=2749.647756
[plan iscas99__b17] [plan] step=934 node=N5738 type=observe q_pred_context=1.005629 sequence=2750.653385
[plan iscas99__b17] [plan] step=935 node=N5954 type=observe q_pred_context=4.333228 sequence=2754.986613
[plan iscas99__b17] [plan] step=936 node=N5906 type=observe q_pred_context=4.276155 sequence=2759.262768
[plan iscas99__b17] [plan] step=937 node=N5978 type=observe q_pred_context=4.181473 sequence=2763.444241
[plan iscas99__b17] [plan] step=938 node=N5858 type=observe q_pred_context=4.090080 sequence=2767.534321
[plan iscas99__b17] [plan] step=939 node=N3683 type=observe q_pred_context=4.980316 sequence=2772.514637
[plan iscas99__b17] [plan] step=940 node=N3425 type=observe q_pred_context=1.519928 sequence=2774.034566
[plan iscas99__b17] [plan] step=941 node=N3411 type=observe q_pred_context=1.086898 sequence=2775.121464
[plan iscas99__b17] [plan] step=942 node=N14093 type=observe q_pred_context=0.923598 sequence=2776.045061
[plan iscas99__b17] [plan] step=943 node=N31019 type=observe q_pred_context=0.898600 sequence=2776.943661
[plan iscas99__b17] [plan] step=944 node=N25340 type=observe q_pred_context=1.021435 sequence=2777.965096
[plan iscas99__b17] [plan] step=945 node=N22340 type=observe q_pred_context=1.074356 sequence=2779.039453
[plan iscas99__b17] [plan] step=946 node=N3432 type=observe q_pred_context=0.903861 sequence=2779.943314
[plan iscas99__b17] [plan] step=947 node=N22342 type=observe q_pred_context=1.383779 sequence=2781.327093
[plan iscas99__b17] [plan] step=948 node=N26126 type=observe q_pred_context=1.153675 sequence=2782.480768
[plan iscas99__b17] [plan] step=949 node=N26112 type=observe q_pred_context=1.649581 sequence=2784.130349
[plan iscas99__b17] [plan] step=950 node=N26114 type=observe q_pred_context=2.077597 sequence=2786.207946
[plan iscas99__b17] [plan] step=951 node=N26116 type=observe q_pred_context=2.328463 sequence=2788.536409
[plan iscas99__b17] [plan] step=952 node=N3448 type=observe q_pred_context=1.539538 sequence=2790.075948
[plan iscas99__b17] [plan] step=953 node=N3461 type=observe q_pred_context=1.122820 sequence=2791.198768
[plan iscas99__b17] [plan] step=954 node=N5690 type=observe q_pred_context=1.258110 sequence=2792.456878
[plan iscas99__b17] [plan] step=955 node=N3482 type=observe q_pred_context=1.916178 sequence=2794.373056
[plan iscas99__b17] [plan] step=956 node=N3440 type=observe q_pred_context=1.209554 sequence=2795.582610
[plan iscas99__b17] [plan] step=957 node=N19844 type=observe q_pred_context=1.530218 sequence=2797.112828
[plan iscas99__b17] [plan] step=958 node=N6002 type=observe q_pred_context=1.512428 sequence=2798.625256
[plan iscas99__b17] [plan] step=959 node=N27362 type=observe q_pred_context=1.629586 sequence=2800.254843
[plan iscas99__b17] [plan] step=960 node=N26120 type=observe q_pred_context=2.133150 sequence=2802.387993
[plan iscas99__b17] [plan] step=961 node=N26122 type=observe q_pred_context=2.300814 sequence=2804.688806
[plan iscas99__b17] [plan] step=962 node=N31007 type=observe q_pred_context=2.787518 sequence=2807.476324
[plan iscas99__b17] [plan] step=963 node=N26124 type=observe q_pred_context=3.046178 sequence=2810.522502
[plan iscas99__b17] [plan] step=964 node=N5930 type=observe q_pred_context=1.907677 sequence=2812.430180
[plan iscas99__b17] [plan] step=965 node=N25746 type=observe q_pred_context=2.169626 sequence=2814.599806
[plan iscas99__b17] [plan] step=966 node=N3454 type=observe q_pred_context=1.487866 sequence=2816.087672
[plan iscas99__b17] [plan] step=967 node=N3474 type=observe q_pred_context=1.379778 sequence=2817.467450
[plan iscas99__b17] [plan] step=968 node=N22514 type=observe q_pred_context=0.798118 sequence=2818.265568
[plan iscas99__b17] [plan] step=969 node=N2250 type=observe q_pred_context=1.281502 sequence=2819.547070
[plan iscas99__b17] [plan] step=970 node=N3467 type=observe q_pred_context=2.218983 sequence=2821.766053
[plan iscas99__b17] [plan] step=971 node=N3906 type=observe q_pred_context=1.784744 sequence=2823.550796
[plan iscas99__b17] [plan] step=972 node=N3404 type=observe q_pred_context=2.003305 sequence=2825.554102
[plan iscas99__b17] [plan] step=973 node=N3418 type=observe q_pred_context=2.527721 sequence=2828.081823
[plan iscas99__b17] [plan] step=974 node=N2244 type=observe q_pred_context=0.884929 sequence=2828.966752
[plan iscas99__b17] [plan] step=975 node=N25754 type=observe q_pred_context=5.694926 sequence=2834.661678
[plan iscas99__b17] [plan] step=976 node=N19834 type=observe q_pred_context=3.538143 sequence=2838.199821
[plan iscas99__b17] [plan] step=977 node=N2247 type=observe q_pred_context=1.204136 sequence=2839.403957
[plan iscas99__b17] [plan] step=978 node=N2248 type=observe q_pred_context=1.244446 sequence=2840.648403
[plan iscas99__b17] [plan] step=979 node=N20369 type=control0 q_pred_context=1.599652 sequence=2842.248055
[plan iscas99__b17] [plan] step=980 node=N2992 type=observe q_pred_context=1.835821 sequence=2844.083876
[plan iscas99__b17] [plan] step=981 node=N2243 type=observe q_pred_context=1.012391 sequence=2845.096267
[plan iscas99__b17] [plan] step=982 node=N2086 type=control0 q_pred_context=0.996489 sequence=2846.092757
[plan iscas99__b17] [plan] step=983 node=N2699 type=observe q_pred_context=0.847519 sequence=2846.940275
[plan iscas99__b17] [plan] step=984 node=N5832 type=observe q_pred_context=0.840760 sequence=2847.781035
[plan iscas99__b17] [plan] step=985 node=N5808 type=observe q_pred_context=0.841032 sequence=2848.622067
[plan iscas99__b17] [plan] step=986 node=N5904 type=observe q_pred_context=0.780222 sequence=2849.402289
[plan iscas99__b17] [plan] step=987 node=N5448 type=observe q_pred_context=1.384419 sequence=2850.786708
[plan iscas99__b17] [plan] step=988 node=N24568 type=observe q_pred_context=0.747435 sequence=2851.534143
[plan iscas99__b17] [plan] step=989 node=N2217 type=observe q_pred_context=1.234242 sequence=2852.768385
[plan iscas99__b17] [plan] step=990 node=N6024 type=observe q_pred_context=0.603147 sequence=2853.371532
[plan iscas99__b17] [plan] step=991 node=N8915 type=observe q_pred_context=0.646475 sequence=2854.018007
[plan iscas99__b17] [plan] step=992 node=N5856 type=observe q_pred_context=0.598874 sequence=2854.616881
[plan iscas99__b17] [plan] step=993 node=N5976 type=observe q_pred_context=0.449503 sequence=2855.066384
[plan iscas99__b17] [plan] step=994 node=N2968 type=control0 q_pred_context=3.251041 sequence=2858.317425
[plan iscas99__b17] saved=autoresearch/improve-260716-1344/round3_b17/context_recall_c192/plans/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c192__g1p0__candheuristic_recall_pool__div0p0__s0.csv
[gmean] 2026-07-16T17:12:51 [1/1] plan_done benchmark=iscas99__b17 plan_sec=8543.667 plan_csv=autoresearch/improve-260716-1344/round3_b17/context_recall_c192/plans/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c192__g1p0__candheuristic_recall_pool__div0p0__s0.csv
[gmean] 2026-07-16T17:12:51 [1/1] eval_start benchmark=iscas99__b17 backend=atalanta-bist patterns=300000
[eval iscas99__b17] {
[eval iscas99__b17]   "records": 2,
[eval iscas99__b17]   "labels_csv": "autoresearch/improve-260716-1344/round3_b17/context_recall_c192/evals/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c192__g1p0__candheuristic_recall_pool__div0p0__s0/labels.csv",
[eval iscas99__b17]   "summary_json": "autoresearch/improve-260716-1344/round3_b17/context_recall_c192/evals/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c192__g1p0__candheuristic_recall_pool__div0p0__s0/summary.json"
[eval iscas99__b17] }
[gmean] 2026-07-16T17:13:59 [1/1] eval_done benchmark=iscas99__b17 delta_tc=0.050529999999999964 plan_sec=8543.667 eval_sec=68.34 total_sec=8612.047
[gmean] 2026-07-16T17:13:59 variant_done id=greedy__cumulative__q_pred_context__bw1__d1__c192__g1p0__candheuristic_recall_pool__div0p0__s0 status=ok macro=0.050529999999999964 positives=1 negatives=0 elapsed=8612.048
