benchmark_id,sequence_id,step,net,type,insertion_sequence,delta_test_coverage,status
subckt_0260,structural:subckt_0260:00,32,__aig_not_327,OP,"[{""net"":""__aig_not_326"",""type"":""OP""},{""net"":""__aig_and_315"",""type"":""OP""},{""net"":""__buf_split_260"",""type"":""OP""},{""net"":""I2.4"",""type"":""OP""},{""net"":""I539"",""type"":""OP""},{""net"":""I148"",""type"":""CP1""},{""net"":""__buf_split_326"",""type"":""OP""},{""net"":""__aig_and_357"",""type"":""OP""},{""net"":""__aig_and_227"",""type"":""CP1""},{""net"":""__buf_split_275"",""type"":""OP""},{""net"":""__buf_split_343"",""type"":""OP""},{""net"":""__buf_split_175"",""type"":""CP1""},{""net"":""I1.4"",""type"":""CP1""},{""net"":""__buf_split_179"",""type"":""CP1""},{""net"":""I344"",""type"":""CP1""},{""net"":""__aig_not_355"",""type"":""OP""},{""net"":""__aig_not_303"",""type"":""OP""},{""net"":""__buf_split_270"",""type"":""OP""},{""net"":""I770.2"",""type"":""CP0""},{""net"":""__buf_split_265"",""type"":""OP""},{""net"":""__buf_split_327"",""type"":""OP""},{""net"":""I147"",""type"":""OP""},{""net"":""__aig_not_270"",""type"":""OP""},{""net"":""__aig_and_287"",""type"":""OP""},{""net"":""I260"",""type"":""CP0""},{""net"":""__buf_split_339"",""type"":""OP""},{""net"":""__aig_not_359"",""type"":""OP""},{""net"":""__aig_not_286"",""type"":""OP""},{""net"":""__aig_not_354"",""type"":""OP""},{""net"":""__aig_not_356"",""type"":""OP""},{""net"":""I637"",""type"":""OP""},{""net"":""__aig_not_327"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,1,new_n16251_,OP,"[{""net"":""new_n16251_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,2,__buf_split_10660,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,3,new_n16207_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,4,new_n16231_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,5,new_n21540_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,6,new_n21563_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,7,new_n21560_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,8,new_n21521_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,9,new_n16219_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,10,new_n21591_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,11,new_n16246_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,12,new_n16204_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,13,new_n21530_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,14,new_n16264_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,15,new_n16256_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,16,new_n21568_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,17,__buf_split_10631,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,18,new_n16280_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,19,__buf_split_10635,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,20,new_n21545_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,21,new_n16271_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""},{""net"":""new_n16271_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,22,__buf_split_10664,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""},{""net"":""new_n16271_"",""type"":""OP""},{""net"":""__buf_split_10664"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,23,new_n21544_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""},{""net"":""new_n16271_"",""type"":""OP""},{""net"":""__buf_split_10664"",""type"":""OP""},{""net"":""new_n21544_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,24,new_n16243_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""},{""net"":""new_n16271_"",""type"":""OP""},{""net"":""__buf_split_10664"",""type"":""OP""},{""net"":""new_n21544_"",""type"":""OP""},{""net"":""new_n16243_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,25,__buf_split_10643,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""},{""net"":""new_n16271_"",""type"":""OP""},{""net"":""__buf_split_10664"",""type"":""OP""},{""net"":""new_n21544_"",""type"":""OP""},{""net"":""new_n16243_"",""type"":""OP""},{""net"":""__buf_split_10643"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,26,new_n16269_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""},{""net"":""new_n16271_"",""type"":""OP""},{""net"":""__buf_split_10664"",""type"":""OP""},{""net"":""new_n21544_"",""type"":""OP""},{""net"":""new_n16243_"",""type"":""OP""},{""net"":""__buf_split_10643"",""type"":""OP""},{""net"":""new_n16269_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,27,new_n16276_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""},{""net"":""new_n16271_"",""type"":""OP""},{""net"":""__buf_split_10664"",""type"":""OP""},{""net"":""new_n21544_"",""type"":""OP""},{""net"":""new_n16243_"",""type"":""OP""},{""net"":""__buf_split_10643"",""type"":""OP""},{""net"":""new_n16269_"",""type"":""OP""},{""net"":""new_n16276_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,28,new_n16214_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""},{""net"":""new_n16271_"",""type"":""OP""},{""net"":""__buf_split_10664"",""type"":""OP""},{""net"":""new_n21544_"",""type"":""OP""},{""net"":""new_n16243_"",""type"":""OP""},{""net"":""__buf_split_10643"",""type"":""OP""},{""net"":""new_n16269_"",""type"":""OP""},{""net"":""new_n16276_"",""type"":""OP""},{""net"":""new_n16214_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,29,new_n16240_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""},{""net"":""new_n16271_"",""type"":""OP""},{""net"":""__buf_split_10664"",""type"":""OP""},{""net"":""new_n21544_"",""type"":""OP""},{""net"":""new_n16243_"",""type"":""OP""},{""net"":""__buf_split_10643"",""type"":""OP""},{""net"":""new_n16269_"",""type"":""OP""},{""net"":""new_n16276_"",""type"":""OP""},{""net"":""new_n16214_"",""type"":""OP""},{""net"":""new_n16240_"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,30,__buf_split_10689,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""},{""net"":""new_n16271_"",""type"":""OP""},{""net"":""__buf_split_10664"",""type"":""OP""},{""net"":""new_n21544_"",""type"":""OP""},{""net"":""new_n16243_"",""type"":""OP""},{""net"":""__buf_split_10643"",""type"":""OP""},{""net"":""new_n16269_"",""type"":""OP""},{""net"":""new_n16276_"",""type"":""OP""},{""net"":""new_n16214_"",""type"":""OP""},{""net"":""new_n16240_"",""type"":""OP""},{""net"":""__buf_split_10689"",""type"":""OP""}]",0.0,ok
subckt_0010,structural:subckt_0010:00,31,new_n21537_,OP,"[{""net"":""new_n16251_"",""type"":""OP""},{""net"":""__buf_split_10660"",""type"":""OP""},{""net"":""new_n16207_"",""type"":""OP""},{""net"":""new_n16231_"",""type"":""OP""},{""net"":""new_n21540_"",""type"":""OP""},{""net"":""new_n21563_"",""type"":""OP""},{""net"":""new_n21560_"",""type"":""OP""},{""net"":""new_n21521_"",""type"":""OP""},{""net"":""new_n16219_"",""type"":""OP""},{""net"":""new_n21591_"",""type"":""OP""},{""net"":""new_n16246_"",""type"":""OP""},{""net"":""new_n16204_"",""type"":""OP""},{""net"":""new_n21530_"",""type"":""OP""},{""net"":""new_n16264_"",""type"":""OP""},{""net"":""new_n16256_"",""type"":""OP""},{""net"":""new_n21568_"",""type"":""OP""},{""net"":""__buf_split_10631"",""type"":""OP""},{""net"":""new_n16280_"",""type"":""OP""},{""net"":""__buf_split_10635"",""type"":""OP""},{""net"":""new_n21545_"",""type"":""OP""},{""net"":""new_n16271_"",""type"":""OP""},{""net"":""__buf_split_10664"",""type"":""OP""},{""net"":""new_n21544_"",""type"":""OP""},{""net"":""new_n16243_"",""type"":""OP""},{""net"":""__buf_split_10643"",""type"":""OP""},{""net"":""new_n16269_"",""type"":""OP""},{""net"":""new_n16276_"",""type"":""OP""},{""net"":""new_n16214_"",""type"":""OP""},{""net"":""new_n16240_"",""type"":""OP""},{""net"":""__buf_split_10689"",""type"":""OP""},{""net"":""new_n21537_"",""type"":""OP""}]",0.0,ok
