[gmean] 2026-07-17T16:23:01 out_dir=autoresearch/improve-260716-1344/round15_b17/context_cluster_c48_seed1024_depth6
[gmean] 2026-07-17T16:23:01 budgets=iscas99__b17:994
[gmean] 2026-07-17T16:23:01 variant_start id=greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[gmean] 2026-07-17T16:23:01 [1/1] plan_start benchmark=iscas99__b17 budget=994 planner=greedy score=q_pred_context
[plan iscas99__b17] [plan] step=816 node=N3726 type=observe q_pred_context=0.607674 sequence=887.503214
[plan iscas99__b17] [plan] step=817 node=N22057 type=observe q_pred_context=0.600032 sequence=888.103246
[plan iscas99__b17] [plan] step=818 node=N3690 type=observe q_pred_context=0.591963 sequence=888.695209
[plan iscas99__b17] [plan] step=819 node=N2921 type=observe q_pred_context=0.580021 sequence=889.275230
[plan iscas99__b17] [plan] step=820 node=N14893 type=observe q_pred_context=0.581627 sequence=889.856857
[plan iscas99__b17] [plan] step=821 node=N3717 type=observe q_pred_context=0.589729 sequence=890.446586
[plan iscas99__b17] [plan] step=822 node=N19854 type=observe q_pred_context=1.099297 sequence=891.545883
[plan iscas99__b17] [plan] step=823 node=N3893 type=observe q_pred_context=0.622852 sequence=892.168735
[plan iscas99__b17] [plan] step=824 node=N8002 type=observe q_pred_context=0.624808 sequence=892.793542
[plan iscas99__b17] [plan] step=825 node=N9509 type=observe q_pred_context=1.002216 sequence=893.795758
[plan iscas99__b17] [plan] step=826 node=N8953 type=observe q_pred_context=1.744797 sequence=895.540555
[plan iscas99__b17] [plan] step=827 node=N28040 type=observe q_pred_context=1.699061 sequence=897.239616
[plan iscas99__b17] [plan] step=828 node=N9712 type=observe q_pred_context=1.055212 sequence=898.294827
[plan iscas99__b17] [plan] step=829 node=N14147 type=observe q_pred_context=1.017513 sequence=899.312341
[plan iscas99__b17] [plan] step=830 node=N29501 type=observe q_pred_context=2.260633 sequence=901.572974
[plan iscas99__b17] [plan] step=831 node=N28048 type=observe q_pred_context=1.360976 sequence=902.933950
[plan iscas99__b17] [plan] step=832 node=N14146 type=observe q_pred_context=1.037006 sequence=903.970957
[plan iscas99__b17] [plan] step=833 node=N28055 type=observe q_pred_context=1.102683 sequence=905.073639
[plan iscas99__b17] [plan] step=834 node=N14148 type=observe q_pred_context=1.059761 sequence=906.133400
[plan iscas99__b17] [plan] step=835 node=N14145 type=observe q_pred_context=1.010072 sequence=907.143473
[plan iscas99__b17] [plan] step=836 node=N14136 type=observe q_pred_context=1.032993 sequence=908.176466
[plan iscas99__b17] [plan] step=837 node=N14152 type=observe q_pred_context=1.106371 sequence=909.282837
[plan iscas99__b17] [plan] step=838 node=N15404 type=observe q_pred_context=1.033845 sequence=910.316682
[plan iscas99__b17] [plan] step=839 node=N28034 type=observe q_pred_context=0.757207 sequence=911.073889
[plan iscas99__b17] [plan] step=840 node=N28054 type=observe q_pred_context=0.651716 sequence=911.725605
[plan iscas99__b17] [plan] step=841 node=N14149 type=observe q_pred_context=1.210014 sequence=912.935619
[plan iscas99__b17] [plan] step=842 node=N28043 type=observe q_pred_context=0.639026 sequence=913.574644
[plan iscas99__b17] [plan] step=843 node=N3783 type=observe q_pred_context=0.617722 sequence=914.192366
[plan iscas99__b17] [plan] step=844 node=N12582 type=observe q_pred_context=0.771805 sequence=914.964171
[plan iscas99__b17] [plan] step=845 node=N12701 type=observe q_pred_context=1.235204 sequence=916.199375
[plan iscas99__b17] [plan] step=846 node=N14140 type=observe q_pred_context=0.631259 sequence=916.830634
[plan iscas99__b17] [plan] step=847 node=N2249 type=observe q_pred_context=0.837561 sequence=917.668195
[plan iscas99__b17] [plan] step=848 node=N14141 type=observe q_pred_context=0.615551 sequence=918.283747
[plan iscas99__b17] [plan] step=849 node=N14137 type=observe q_pred_context=0.602452 sequence=918.886199
[plan iscas99__b17] [plan] step=850 node=N22049 type=observe q_pred_context=0.790382 sequence=919.676581
[plan iscas99__b17] [plan] step=851 node=N14143 type=observe q_pred_context=0.890227 sequence=920.566809
[plan iscas99__b17] [plan] step=852 node=N2245 type=observe q_pred_context=0.755217 sequence=921.322025
[plan iscas99__b17] [plan] step=853 node=N24576 type=observe q_pred_context=1.641053 sequence=922.963078
[plan iscas99__b17] [plan] step=854 node=N9431 type=observe q_pred_context=0.821930 sequence=923.785008
[plan iscas99__b17] [plan] step=855 node=N9434 type=observe q_pred_context=0.799089 sequence=924.584097
[plan iscas99__b17] [plan] step=856 node=N19865 type=observe q_pred_context=1.190502 sequence=925.774599
[plan iscas99__b17] [plan] step=857 node=N26453 type=observe q_pred_context=1.251250 sequence=927.025850
[plan iscas99__b17] [plan] step=858 node=N14138 type=observe q_pred_context=0.650438 sequence=927.676287
[plan iscas99__b17] [plan] step=859 node=N3292 type=observe q_pred_context=1.395929 sequence=929.072216
[plan iscas99__b17] [plan] step=860 node=N28047 type=observe q_pred_context=1.985519 sequence=931.057735
[plan iscas99__b17] [plan] step=861 node=N28032 type=observe q_pred_context=1.172543 sequence=932.230277
[plan iscas99__b17] [plan] step=862 node=N14139 type=observe q_pred_context=5.151183 sequence=937.381460
[plan iscas99__b17] [plan] step=863 node=N14142 type=observe q_pred_context=4.170860 sequence=941.552320
[plan iscas99__b17] [plan] step=864 node=N28036 type=observe q_pred_context=0.843062 sequence=942.395382
[plan iscas99__b17] [plan] step=865 node=N28038 type=observe q_pred_context=0.939324 sequence=943.334706
[plan iscas99__b17] [plan] step=866 node=N29364 type=observe q_pred_context=2.014730 sequence=945.349436
[plan iscas99__b17] [plan] step=867 node=N15501 type=observe q_pred_context=0.794075 sequence=946.143511
[plan iscas99__b17] [plan] step=868 node=N3683 type=observe q_pred_context=1.039240 sequence=947.182751
[plan iscas99__b17] [plan] step=869 node=N8127 type=observe q_pred_context=0.473794 sequence=947.656545
[plan iscas99__b17] [plan] step=870 node=N25735 type=observe q_pred_context=2.557101 sequence=950.213646
[plan iscas99__b17] [plan] step=871 node=N19227 type=observe q_pred_context=1.150597 sequence=951.364243
[plan iscas99__b17] [plan] step=872 node=N19217 type=observe q_pred_context=1.094343 sequence=952.458586
[plan iscas99__b17] [plan] step=873 node=N7998 type=observe q_pred_context=1.235632 sequence=953.694218
[plan iscas99__b17] [plan] step=874 node=N8003 type=observe q_pred_context=0.766601 sequence=954.460818
[plan iscas99__b17] [plan] step=875 node=N19870 type=observe q_pred_context=1.581033 sequence=956.041851
[plan iscas99__b17] [plan] step=876 node=N8001 type=observe q_pred_context=1.077668 sequence=957.119519
[plan iscas99__b17] [plan] step=877 node=N2696 type=observe q_pred_context=0.993580 sequence=958.113099
[plan iscas99__b17] [plan] step=878 node=N7991 type=observe q_pred_context=0.760762 sequence=958.873860
[plan iscas99__b17] [plan] step=879 node=N25721 type=observe q_pred_context=1.626089 sequence=960.499949
[plan iscas99__b17] [plan] step=880 node=N3764 type=observe q_pred_context=2.160745 sequence=962.660694
[plan iscas99__b17] [plan] step=881 node=N6026 type=observe q_pred_context=5.203412 sequence=967.864107
[plan iscas99__b17] [plan] step=882 node=N3771 type=observe q_pred_context=2.409133 sequence=970.273240
[plan iscas99__b17] [plan] step=883 node=N3887 type=observe q_pred_context=1.741927 sequence=972.015167
[plan iscas99__b17] [plan] step=884 node=N13639 type=observe q_pred_context=1.208628 sequence=973.223795
[plan iscas99__b17] [plan] step=885 node=N19843 type=observe q_pred_context=1.999995 sequence=975.223790
[plan iscas99__b17] [plan] step=886 node=N9502 type=observe q_pred_context=1.905549 sequence=977.129339
[plan iscas99__b17] [plan] step=887 node=N7994 type=observe q_pred_context=1.476322 sequence=978.605661
[plan iscas99__b17] [plan] step=888 node=N13907 type=control1 q_pred_context=1.414692 sequence=980.020353
[plan iscas99__b17] [plan] step=889 node=N26641 type=control0 q_pred_context=0.757584 sequence=980.777937
[plan iscas99__b17] [plan] step=890 node=N26648 type=control0 q_pred_context=0.892037 sequence=981.669974
[plan iscas99__b17] [plan] step=891 node=N27593 type=control0 q_pred_context=2.632292 sequence=984.302267
[plan iscas99__b17] [plan] step=892 node=N30920 type=control0 q_pred_context=2.482391 sequence=986.784658
[plan iscas99__b17] [plan] step=893 node=N29124 type=control0 q_pred_context=1.957161 sequence=988.741819
[plan iscas99__b17] [plan] step=894 node=N29040 type=control0 q_pred_context=3.154609 sequence=991.896428
[plan iscas99__b17] [plan] step=895 node=N31215 type=control0 q_pred_context=0.921802 sequence=992.818231
[plan iscas99__b17] [plan] step=896 node=N31053 type=control0 q_pred_context=1.401863 sequence=994.220094
[plan iscas99__b17] [plan] step=897 node=N29527 type=control0 q_pred_context=1.499477 sequence=995.719571
[plan iscas99__b17] [plan] step=898 node=N26800 type=control0 q_pred_context=5.462711 sequence=1001.182282
[plan iscas99__b17] [plan] step=899 node=N27595 type=control0 q_pred_context=5.208390 sequence=1006.390672
[plan iscas99__b17] [plan] step=900 node=N28915 type=control0 q_pred_context=1.527115 sequence=1007.917787
[plan iscas99__b17] [plan] step=901 node=N15507 type=observe q_pred_context=0.688004 sequence=1008.605792
[plan iscas99__b17] [plan] step=902 node=N3775 type=observe q_pred_context=0.998171 sequence=1009.603962
[plan iscas99__b17] [plan] step=903 node=N7997 type=observe q_pred_context=1.555645 sequence=1011.159607
[plan iscas99__b17] [plan] step=904 node=N15564 type=observe q_pred_context=0.551024 sequence=1011.710631
[plan iscas99__b17] [plan] step=905 node=N3906 type=observe q_pred_context=2.651873 sequence=1014.362504
[plan iscas99__b17] [plan] step=906 node=N3817 type=observe q_pred_context=0.866556 sequence=1015.229060
[plan iscas99__b17] [plan] step=907 node=N3854 type=observe q_pred_context=2.001534 sequence=1017.230594
[plan iscas99__b17] [plan] step=908 node=N12616 type=observe q_pred_context=1.743064 sequence=1018.973658
[plan iscas99__b17] [plan] step=909 node=N25732 type=observe q_pred_context=2.969727 sequence=1021.943386
[plan iscas99__b17] [plan] step=910 node=N13921 type=control1 q_pred_context=0.762090 sequence=1022.705476
[plan iscas99__b17] [plan] step=911 node=N1990 type=control1 q_pred_context=5.319226 sequence=1028.024701
[plan iscas99__b17] [plan] step=912 node=N29683 type=control0 q_pred_context=0.738348 sequence=1028.763049
[plan iscas99__b17] [plan] step=913 node=N26684 type=control0 q_pred_context=3.790902 sequence=1032.553951
[plan iscas99__b17] [plan] step=914 node=N31250 type=control0 q_pred_context=0.832639 sequence=1033.386589
[plan iscas99__b17] [plan] step=915 node=N31234 type=control0 q_pred_context=0.611055 sequence=1033.997644
[plan iscas99__b17] [plan] step=916 node=N31213 type=control0 q_pred_context=0.631295 sequence=1034.628939
[plan iscas99__b17] [plan] step=917 node=N15477 type=observe q_pred_context=0.841088 sequence=1035.470028
[plan iscas99__b17] [plan] step=918 node=N3776 type=observe q_pred_context=1.650904 sequence=1037.120931
[plan iscas99__b17] [plan] step=919 node=N14169 type=observe q_pred_context=1.705353 sequence=1038.826284
[plan iscas99__b17] [plan] step=920 node=N25232 type=observe q_pred_context=5.251101 sequence=1044.077386
[plan iscas99__b17] [plan] step=921 node=N2082 type=control1 q_pred_context=1.788362 sequence=1045.865748
[plan iscas99__b17] [plan] step=922 node=N13788 type=control1 q_pred_context=2.385337 sequence=1048.251085
[plan iscas99__b17] [plan] step=923 node=N2023 type=control1 q_pred_context=2.001253 sequence=1050.252338
[plan iscas99__b17] [plan] step=924 node=N31211 type=control0 q_pred_context=0.607088 sequence=1050.859426
[plan iscas99__b17] [plan] step=925 node=N16818 type=control1 q_pred_context=1.505050 sequence=1052.364476
[plan iscas99__b17] [plan] step=926 node=N29457 type=control0 q_pred_context=1.259435 sequence=1053.623911
[plan iscas99__b17] [plan] step=927 node=N1989 type=control1 q_pred_context=3.229285 sequence=1056.853196
[plan iscas99__b17] [plan] step=928 node=N14880 type=control1 q_pred_context=2.676704 sequence=1059.529901
[plan iscas99__b17] [plan] step=929 node=N28847 type=control0 q_pred_context=4.491351 sequence=1064.021252
[plan iscas99__b17] [plan] step=930 node=N26691 type=control0 q_pred_context=4.917612 sequence=1068.938864
[plan iscas99__b17] [plan] step=931 node=N5124 type=control0 q_pred_context=3.287397 sequence=1072.226261
[plan iscas99__b17] [plan] step=932 node=N22388 type=control0 q_pred_context=1.524267 sequence=1073.750528
[plan iscas99__b17] [plan] step=933 node=N22385 type=control0 q_pred_context=0.794508 sequence=1074.545037
[plan iscas99__b17] [plan] step=934 node=N22392 type=control0 q_pred_context=1.758713 sequence=1076.303750
[plan iscas99__b17] [plan] step=935 node=N22477 type=control0 q_pred_context=0.927162 sequence=1077.230913
[plan iscas99__b17] [plan] step=936 node=N27599 type=control0 q_pred_context=2.729690 sequence=1079.960603
[plan iscas99__b17] [plan] step=937 node=N26261 type=control0 q_pred_context=5.398674 sequence=1085.359277
[plan iscas99__b17] [plan] step=938 node=N29685 type=control0 q_pred_context=0.813927 sequence=1086.173204
[plan iscas99__b17] [plan] step=939 node=N15510 type=observe q_pred_context=0.733774 sequence=1086.906979
[plan iscas99__b17] [plan] step=940 node=N25748 type=observe q_pred_context=4.872476 sequence=1091.779454
[plan iscas99__b17] [plan] step=941 node=N15374 type=observe q_pred_context=1.512586 sequence=1093.292040
[plan iscas99__b17] [plan] step=942 node=N15515 type=observe q_pred_context=0.763414 sequence=1094.055454
[plan iscas99__b17] [plan] step=943 node=N19833 type=observe q_pred_context=2.202733 sequence=1096.258187
[plan iscas99__b17] [plan] step=944 node=N14174 type=observe q_pred_context=1.675147 sequence=1097.933334
[plan iscas99__b17] [plan] step=945 node=N7642 type=observe q_pred_context=3.749658 sequence=1101.682993
[plan iscas99__b17] [plan] step=946 node=N15369 type=observe q_pred_context=3.389906 sequence=1105.072898
[plan iscas99__b17] [plan] step=947 node=N25711 type=observe q_pred_context=3.233853 sequence=1108.306751
[plan iscas99__b17] [plan] step=948 node=N7640 type=observe q_pred_context=4.193092 sequence=1112.499842
[plan iscas99__b17] [plan] step=949 node=N3295 type=observe q_pred_context=4.959247 sequence=1117.459090
[plan iscas99__b17] [plan] step=950 node=N18906 type=control1 q_pred_context=0.880506 sequence=1118.339595
[plan iscas99__b17] [plan] step=951 node=N15494 type=observe q_pred_context=0.756067 sequence=1119.095663
[plan iscas99__b17] [plan] step=952 node=N9769 type=observe q_pred_context=2.871824 sequence=1121.967487
[plan iscas99__b17] [plan] step=953 node=N7644 type=observe q_pred_context=1.599209 sequence=1123.566696
[plan iscas99__b17] [plan] step=954 node=N14166 type=observe q_pred_context=4.607371 sequence=1128.174067
[plan iscas99__b17] [plan] step=955 node=N15518 type=observe q_pred_context=0.751280 sequence=1128.925346
[plan iscas99__b17] [plan] step=956 node=N7416 type=observe q_pred_context=1.607795 sequence=1130.533141
[plan iscas99__b17] [plan] step=957 node=N15535 type=observe q_pred_context=0.758453 sequence=1131.291595
[plan iscas99__b17] [plan] step=958 node=N14171 type=observe q_pred_context=1.787004 sequence=1133.078599
[plan iscas99__b17] [plan] step=959 node=N15539 type=observe q_pred_context=0.756806 sequence=1133.835404
[plan iscas99__b17] [plan] step=960 node=N29365 type=observe q_pred_context=1.461846 sequence=1135.297250
[plan iscas99__b17] [plan] step=961 node=N7286 type=observe q_pred_context=0.907394 sequence=1136.204644
[plan iscas99__b17] [plan] step=962 node=N12168 type=observe q_pred_context=1.449659 sequence=1137.654303
[plan iscas99__b17] [plan] step=963 node=N15577 type=observe q_pred_context=0.756044 sequence=1138.410347
[plan iscas99__b17] [plan] step=964 node=N7366 type=observe q_pred_context=0.779777 sequence=1139.190124
[plan iscas99__b17] [plan] step=965 node=N28046 type=observe q_pred_context=0.782211 sequence=1139.972335
[plan iscas99__b17] [plan] step=966 node=N3832 type=observe q_pred_context=0.733782 sequence=1140.706117
[plan iscas99__b17] [plan] step=967 node=N3829 type=observe q_pred_context=0.603785 sequence=1141.309903
[plan iscas99__b17] [plan] step=968 node=N22042 type=observe q_pred_context=0.897706 sequence=1142.207609
[plan iscas99__b17] [plan] step=969 node=N15551 type=observe q_pred_context=0.719456 sequence=1142.927065
[plan iscas99__b17] [plan] step=970 node=N15543 type=observe q_pred_context=0.981701 sequence=1143.908767
[plan iscas99__b17] [plan] step=971 node=N7196 type=observe q_pred_context=0.601100 sequence=1144.509867
[plan iscas99__b17] [plan] step=972 node=N15559 type=observe q_pred_context=0.655224 sequence=1145.165091
[plan iscas99__b17] [plan] step=973 node=N15555 type=observe q_pred_context=0.628617 sequence=1145.793708
[plan iscas99__b17] [plan] step=974 node=N2238 type=observe q_pred_context=0.671902 sequence=1146.465610
[plan iscas99__b17] [plan] step=975 node=N7350 type=observe q_pred_context=0.616972 sequence=1147.082582
[plan iscas99__b17] [plan] step=976 node=N3904 type=observe q_pred_context=0.625976 sequence=1147.708557
[plan iscas99__b17] [plan] step=977 node=N7318 type=observe q_pred_context=0.599386 sequence=1148.307943
[plan iscas99__b17] [plan] step=978 node=N7334 type=observe q_pred_context=0.589787 sequence=1148.897729
[plan iscas99__b17] [plan] step=979 node=N7398 type=observe q_pred_context=1.556283 sequence=1150.454012
[plan iscas99__b17] [plan] step=980 node=N19219 type=observe q_pred_context=0.935726 sequence=1151.389739
[plan iscas99__b17] [plan] step=981 node=N19229 type=observe q_pred_context=0.633350 sequence=1152.023089
[plan iscas99__b17] [plan] step=982 node=N18585 type=observe q_pred_context=0.642371 sequence=1152.665460
[plan iscas99__b17] [plan] step=983 node=N2239 type=observe q_pred_context=0.664277 sequence=1153.329737
[plan iscas99__b17] [plan] step=984 node=N2242 type=observe q_pred_context=0.650483 sequence=1153.980220
[plan iscas99__b17] [plan] step=985 node=N18571 type=observe q_pred_context=1.064376 sequence=1155.044596
[plan iscas99__b17] [plan] step=986 node=N18567 type=observe q_pred_context=1.256393 sequence=1156.300989
[plan iscas99__b17] [plan] step=987 node=N14168 type=observe q_pred_context=0.910836 sequence=1157.211824
[plan iscas99__b17] [plan] step=988 node=N9680 type=observe q_pred_context=0.638278 sequence=1157.850103
[plan iscas99__b17] [plan] step=989 node=N18552 type=observe q_pred_context=1.077153 sequence=1158.927255
[plan iscas99__b17] [plan] step=990 node=N18555 type=observe q_pred_context=1.185876 sequence=1160.113131
[plan iscas99__b17] [plan] step=991 node=N18535 type=observe q_pred_context=1.215007 sequence=1161.328139
[plan iscas99__b17] [plan] step=992 node=N2235 type=observe q_pred_context=0.709751 sequence=1162.037890
[plan iscas99__b17] [plan] step=993 node=N18539 type=observe q_pred_context=1.301104 sequence=1163.338994
[plan iscas99__b17] [plan] step=994 node=N18618 type=observe q_pred_context=1.297174 sequence=1164.636168
[plan iscas99__b17] saved=autoresearch/improve-260716-1344/round15_b17/context_cluster_c48_seed1024_depth6/plans/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[gmean] 2026-07-17T16:48:55 [1/1] plan_done benchmark=iscas99__b17 plan_sec=1554.052 plan_csv=autoresearch/improve-260716-1344/round15_b17/context_cluster_c48_seed1024_depth6/plans/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[gmean] 2026-07-17T16:48:55 [1/1] eval_start benchmark=iscas99__b17 backend=atalanta-bist patterns=300000
[eval iscas99__b17] {
[eval iscas99__b17]   "records": 2,
[eval iscas99__b17]   "labels_csv": "autoresearch/improve-260716-1344/round15_b17/context_cluster_c48_seed1024_depth6/evals/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[eval iscas99__b17]   "summary_json": "autoresearch/improve-260716-1344/round15_b17/context_cluster_c48_seed1024_depth6/evals/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[eval iscas99__b17] }
[gmean] 2026-07-17T16:50:10 [1/1] eval_done benchmark=iscas99__b17 delta_tc=0.053690000000000015 plan_sec=1554.052 eval_sec=74.505 total_sec=1628.599
[gmean] 2026-07-17T16:50:10 variant_done id=greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.053690000000000015 positives=1 negatives=0 elapsed=1628.599
