[v3_hard_precision gpu5] [2026-07-04T15:35:06+08:00] start name=v3_hard_precision gpu=5 checkpoint=runs/mainline_accuracy_improve_v3_hard_precision/best.pt
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 out_dir=autoresearch/improve-260704-1035/b21_world_rerank_model_swap/v3_hard_precision
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 budgets=iscas99__b21:628
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 variant_start id=greedy__cumulative__reward_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 [1/1] plan_start benchmark=iscas99__b21 budget=628 planner=greedy score=reward_pred
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=614 node=N22088 type=control1 reward_pred=-0.254364 sequence=-130.919456
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=615 node=N49293 type=observe reward_pred=-0.254462 sequence=-131.173918
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=616 node=N28206 type=observe reward_pred=-0.254349 sequence=-131.428268
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=617 node=N49294 type=observe reward_pred=-0.254493 sequence=-131.682761
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=618 node=N49297 type=observe reward_pred=-0.254594 sequence=-131.937355
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=619 node=__buf_split_20102 type=observe reward_pred=-0.254673 sequence=-132.192028
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=620 node=N49279 type=observe reward_pred=-0.254738 sequence=-132.446765
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=621 node=N49300 type=observe reward_pred=-0.254792 sequence=-132.701558
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=622 node=N26719 type=observe reward_pred=-0.254602 sequence=-132.956160
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=623 node=N26720 type=observe reward_pred=-0.254454 sequence=-133.210614
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=624 node=N26721 type=observe reward_pred=-0.254332 sequence=-133.464945
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=625 node=N26722 type=observe reward_pred=-0.254228 sequence=-133.719173
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=626 node=N26723 type=observe reward_pred=-0.254140 sequence=-133.973313
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=627 node=N26724 type=observe reward_pred=-0.254064 sequence=-134.227377
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=628 node=N26725 type=observe reward_pred=-0.253998 sequence=-134.481375
[v3_hard_precision gpu5] [plan iscas99__b21] saved=autoresearch/improve-260704-1035/b21_world_rerank_model_swap/v3_hard_precision/plans/iscas99__b21__greedy__cumulative__reward_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0.csv
[v3_hard_precision gpu5] [gmean] 2026-07-04T16:11:41 [1/1] plan_done benchmark=iscas99__b21 plan_sec=2194.476 plan_csv=autoresearch/improve-260704-1035/b21_world_rerank_model_swap/v3_hard_precision/plans/iscas99__b21__greedy__cumulative__reward_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0.csv
[v3_hard_precision gpu5] [gmean] 2026-07-04T16:11:41 [1/1] eval_start benchmark=iscas99__b21 backend=atalanta-bist patterns=300000
[v3_hard_precision gpu5] [eval iscas99__b21] {
[v3_hard_precision gpu5] [eval iscas99__b21]   "records": 2,
[v3_hard_precision gpu5] [eval iscas99__b21]   "labels_csv": "autoresearch/improve-260704-1035/b21_world_rerank_model_swap/v3_hard_precision/evals/iscas99__b21__greedy__cumulative__reward_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0/labels.csv",
[v3_hard_precision gpu5] [eval iscas99__b21]   "summary_json": "autoresearch/improve-260704-1035/b21_world_rerank_model_swap/v3_hard_precision/evals/iscas99__b21__greedy__cumulative__reward_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0/summary.json"
[v3_hard_precision gpu5] [eval iscas99__b21] }
[v3_hard_precision gpu5] [gmean] 2026-07-04T16:11:57 [1/1] eval_done benchmark=iscas99__b21 delta_tc=0.011499999999999844 plan_sec=2194.476 eval_sec=16.158 total_sec=2210.659
[v3_hard_precision gpu5] [gmean] 2026-07-04T16:11:57 variant_done id=greedy__cumulative__reward_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0 status=ok macro=0.011499999999999844 positives=1 negatives=0 elapsed=2210.659
[v3_hard_precision gpu5] [2026-07-04T16:11:58+08:00] done name=v3_hard_precision
