[gmean] 2026-07-17T05:01:14 out_dir=autoresearch/improve-260716-1344/round14_b17/context_cluster_c48_seed1024_depth2
[gmean] 2026-07-17T05:01:14 budgets=iscas99__b17:994
[gmean] 2026-07-17T05:01:14 variant_start id=greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[gmean] 2026-07-17T05:01:14 [1/1] plan_start benchmark=iscas99__b17 budget=994 planner=greedy score=q_pred_context
[plan iscas99__b17] [plan] step=811 node=N18439 type=control0 q_pred_context=0.702022 sequence=909.906156
[plan iscas99__b17] [plan] step=812 node=N2693 type=observe q_pred_context=0.691703 sequence=910.597859
[plan iscas99__b17] [plan] step=813 node=N18373 type=control0 q_pred_context=0.703943 sequence=911.301803
[plan iscas99__b17] [plan] step=814 node=N18407 type=control0 q_pred_context=0.700267 sequence=912.002069
[plan iscas99__b17] [plan] step=815 node=N27607 type=control1 q_pred_context=0.598256 sequence=912.600326
[plan iscas99__b17] [plan] step=816 node=N7759 type=control1 q_pred_context=0.883875 sequence=913.484201
[plan iscas99__b17] [plan] step=817 node=N12513 type=observe q_pred_context=0.702026 sequence=914.186226
[plan iscas99__b17] [plan] step=818 node=N13794 type=control1 q_pred_context=0.515454 sequence=914.701680
[plan iscas99__b17] [plan] step=819 node=N2256 type=observe q_pred_context=0.560480 sequence=915.262160
[plan iscas99__b17] [plan] step=820 node=N9218 type=observe q_pred_context=0.444010 sequence=915.706170
[plan iscas99__b17] [plan] step=821 node=N7936 type=observe q_pred_context=0.891640 sequence=916.597810
[plan iscas99__b17] [plan] step=822 node=N7690 type=control1 q_pred_context=1.128275 sequence=917.726085
[plan iscas99__b17] [plan] step=823 node=N7937 type=observe q_pred_context=0.958269 sequence=918.684354
[plan iscas99__b17] [plan] step=824 node=N7935 type=observe q_pred_context=0.918717 sequence=919.603071
[plan iscas99__b17] [plan] step=825 node=N7940 type=observe q_pred_context=0.660477 sequence=920.263549
[plan iscas99__b17] [plan] step=826 node=N31240 type=control0 q_pred_context=0.746147 sequence=921.009696
[plan iscas99__b17] [plan] step=827 node=N3323 type=observe q_pred_context=0.847961 sequence=921.857657
[plan iscas99__b17] [plan] step=828 node=N29386 type=observe q_pred_context=0.834981 sequence=922.692639
[plan iscas99__b17] [plan] step=829 node=N3437 type=observe q_pred_context=0.870698 sequence=923.563336
[plan iscas99__b17] [plan] step=830 node=N3429 type=observe q_pred_context=0.897612 sequence=924.460949
[plan iscas99__b17] [plan] step=831 node=N7927 type=observe q_pred_context=1.111530 sequence=925.572478
[plan iscas99__b17] [plan] step=832 node=N7926 type=observe q_pred_context=0.917834 sequence=926.490312
[plan iscas99__b17] [plan] step=833 node=N31246 type=control0 q_pred_context=0.749340 sequence=927.239652
[plan iscas99__b17] [plan] step=834 node=N3854 type=observe q_pred_context=0.979535 sequence=928.219188
[plan iscas99__b17] [plan] step=835 node=N9591 type=observe q_pred_context=0.961859 sequence=929.181047
[plan iscas99__b17] [plan] step=836 node=N25244 type=observe q_pred_context=0.936780 sequence=930.117827
[plan iscas99__b17] [plan] step=837 node=N31213 type=control0 q_pred_context=0.707140 sequence=930.824967
[plan iscas99__b17] [plan] step=838 node=N9605 type=observe q_pred_context=1.011591 sequence=931.836558
[plan iscas99__b17] [plan] step=839 node=N9712 type=observe q_pred_context=0.971116 sequence=932.807674
[plan iscas99__b17] [plan] step=840 node=N3832 type=observe q_pred_context=0.945030 sequence=933.752704
[plan iscas99__b17] [plan] step=841 node=N31244 type=control0 q_pred_context=0.703770 sequence=934.456474
[plan iscas99__b17] [plan] step=842 node=N15565 type=observe q_pred_context=1.013959 sequence=935.470433
[plan iscas99__b17] [plan] step=843 node=N2692 type=observe q_pred_context=0.996117 sequence=936.466550
[plan iscas99__b17] [plan] step=844 node=N19300 type=observe q_pred_context=0.710402 sequence=937.176952
[plan iscas99__b17] [plan] step=845 node=N31207 type=control0 q_pred_context=0.956168 sequence=938.133120
[plan iscas99__b17] [plan] step=846 node=N28049 type=observe q_pred_context=0.865456 sequence=938.998576
[plan iscas99__b17] [plan] step=847 node=N31209 type=control0 q_pred_context=0.959770 sequence=939.958346
[plan iscas99__b17] [plan] step=848 node=N3821 type=observe q_pred_context=1.723773 sequence=941.682119
[plan iscas99__b17] [plan] step=849 node=N19299 type=observe q_pred_context=1.072358 sequence=942.754477
[plan iscas99__b17] [plan] step=850 node=N19297 type=observe q_pred_context=0.863024 sequence=943.617501
[plan iscas99__b17] [plan] step=851 node=N7924 type=observe q_pred_context=0.759295 sequence=944.376796
[plan iscas99__b17] [plan] step=852 node=N5447 type=observe q_pred_context=0.702566 sequence=945.079362
[plan iscas99__b17] [plan] step=853 node=N3793 type=observe q_pred_context=1.137432 sequence=946.216795
[plan iscas99__b17] [plan] step=854 node=N7944 type=observe q_pred_context=0.704245 sequence=946.921040
[plan iscas99__b17] [plan] step=855 node=N7945 type=observe q_pred_context=0.745087 sequence=947.666126
[plan iscas99__b17] [plan] step=856 node=N22040 type=observe q_pred_context=0.732782 sequence=948.398908
[plan iscas99__b17] [plan] step=857 node=N31242 type=control0 q_pred_context=0.671719 sequence=949.070627
[plan iscas99__b17] [plan] step=858 node=N27507 type=control0 q_pred_context=0.981253 sequence=950.051880
[plan iscas99__b17] [plan] step=859 node=N19305 type=observe q_pred_context=1.062558 sequence=951.114438
[plan iscas99__b17] [plan] step=860 node=N19304 type=observe q_pred_context=0.937337 sequence=952.051774
[plan iscas99__b17] [plan] step=861 node=N7933 type=observe q_pred_context=0.929964 sequence=952.981738
[plan iscas99__b17] [plan] step=862 node=N15547 type=observe q_pred_context=0.833572 sequence=953.815310
[plan iscas99__b17] [plan] step=863 node=N5140 type=observe q_pred_context=0.852026 sequence=954.667335
[plan iscas99__b17] [plan] step=864 node=N3798 type=observe q_pred_context=0.730586 sequence=955.397921
[plan iscas99__b17] [plan] step=865 node=N7640 type=observe q_pred_context=0.744302 sequence=956.142223
[plan iscas99__b17] [plan] step=866 node=N31223 type=control0 q_pred_context=0.755914 sequence=956.898137
[plan iscas99__b17] [plan] step=867 node=N7932 type=observe q_pred_context=1.080988 sequence=957.979125
[plan iscas99__b17] [plan] step=868 node=N2694 type=observe q_pred_context=1.047039 sequence=959.026164
[plan iscas99__b17] [plan] step=869 node=N29679 type=control0 q_pred_context=0.968002 sequence=959.994166
[plan iscas99__b17] [plan] step=870 node=N3805 type=observe q_pred_context=1.208028 sequence=961.202194
[plan iscas99__b17] [plan] step=871 node=N29422 type=control0 q_pred_context=0.745805 sequence=961.947999
[plan iscas99__b17] [plan] step=872 node=N29418 type=control0 q_pred_context=1.170877 sequence=963.118876
[plan iscas99__b17] [plan] step=873 node=N31225 type=control0 q_pred_context=0.796874 sequence=963.915750
[plan iscas99__b17] [plan] step=874 node=N19306 type=observe q_pred_context=0.872402 sequence=964.788152
[plan iscas99__b17] [plan] step=875 node=N2146 type=control0 q_pred_context=0.891477 sequence=965.679629
[plan iscas99__b17] [plan] step=876 node=N1988 type=observe q_pred_context=1.445472 sequence=967.125101
[plan iscas99__b17] [plan] step=877 node=N25713 type=observe q_pred_context=1.206884 sequence=968.331985
[plan iscas99__b17] [plan] step=878 node=N19307 type=observe q_pred_context=0.829397 sequence=969.161382
[plan iscas99__b17] [plan] step=879 node=N19303 type=observe q_pred_context=0.832523 sequence=969.993905
[plan iscas99__b17] [plan] step=880 node=N19302 type=observe q_pred_context=0.813547 sequence=970.807452
[plan iscas99__b17] [plan] step=881 node=N29423 type=control0 q_pred_context=0.790875 sequence=971.598328
[plan iscas99__b17] [plan] step=882 node=N29501 type=observe q_pred_context=1.214632 sequence=972.812960
[plan iscas99__b17] [plan] step=883 node=N26798 type=control0 q_pred_context=1.095601 sequence=973.908561
[plan iscas99__b17] [plan] step=884 node=N31052 type=control0 q_pred_context=1.194500 sequence=975.103061
[plan iscas99__b17] [plan] step=885 node=N3332 type=observe q_pred_context=0.887529 sequence=975.990590
[plan iscas99__b17] [plan] step=886 node=N19834 type=observe q_pred_context=0.870257 sequence=976.860848
[plan iscas99__b17] [plan] step=887 node=N3350 type=observe q_pred_context=0.747631 sequence=977.608479
[plan iscas99__b17] [plan] step=888 node=N10956 type=observe q_pred_context=0.826972 sequence=978.435451
[plan iscas99__b17] [plan] step=889 node=N28047 type=observe q_pred_context=0.746632 sequence=979.182083
[plan iscas99__b17] [plan] step=890 node=N3319 type=observe q_pred_context=0.795190 sequence=979.977273
[plan iscas99__b17] [plan] step=891 node=N29458 type=control0 q_pred_context=0.783915 sequence=980.761188
[plan iscas99__b17] [plan] step=892 node=N3794 type=observe q_pred_context=0.822882 sequence=981.584069
[plan iscas99__b17] [plan] step=893 node=N7939 type=observe q_pred_context=0.790631 sequence=982.374701
[plan iscas99__b17] [plan] step=894 node=N5423 type=observe q_pred_context=0.633540 sequence=983.008240
[plan iscas99__b17] [plan] step=895 node=N28048 type=observe q_pred_context=0.696339 sequence=983.704579
[plan iscas99__b17] [plan] step=896 node=N3810 type=observe q_pred_context=0.719764 sequence=984.424343
[plan iscas99__b17] [plan] step=897 node=N25224 type=observe q_pred_context=0.662093 sequence=985.086436
[plan iscas99__b17] [plan] step=898 node=N29681 type=control0 q_pred_context=0.693246 sequence=985.779683
[plan iscas99__b17] [plan] step=899 node=N31248 type=control0 q_pred_context=0.656735 sequence=986.436418
[plan iscas99__b17] [plan] step=900 node=N26649 type=control0 q_pred_context=1.161766 sequence=987.598184
[plan iscas99__b17] [plan] step=901 node=N31234 type=control0 q_pred_context=0.775520 sequence=988.373704
[plan iscas99__b17] [plan] step=902 node=N25756 type=observe q_pred_context=0.919236 sequence=989.292939
[plan iscas99__b17] [plan] step=903 node=N31215 type=control0 q_pred_context=1.006317 sequence=990.299257
[plan iscas99__b17] [plan] step=904 node=N26644 type=control0 q_pred_context=1.023841 sequence=991.323097
[plan iscas99__b17] [plan] step=905 node=N3371 type=observe q_pred_context=1.509951 sequence=992.833048
[plan iscas99__b17] [plan] step=906 node=N26647 type=control0 q_pred_context=0.769193 sequence=993.602242
[plan iscas99__b17] [plan] step=907 node=N26651 type=control0 q_pred_context=0.731722 sequence=994.333963
[plan iscas99__b17] [plan] step=908 node=N27502 type=control0 q_pred_context=0.675800 sequence=995.009764
[plan iscas99__b17] [plan] step=909 node=N9220 type=observe q_pred_context=1.760448 sequence=996.770212
[plan iscas99__b17] [plan] step=910 node=N26646 type=control0 q_pred_context=1.297096 sequence=998.067308
[plan iscas99__b17] [plan] step=911 node=N3579 type=observe q_pred_context=0.729627 sequence=998.796935
[plan iscas99__b17] [plan] step=912 node=N3363 type=observe q_pred_context=0.670714 sequence=999.467649
[plan iscas99__b17] [plan] step=913 node=N5375 type=observe q_pred_context=0.827516 sequence=1000.295165
[plan iscas99__b17] [plan] step=914 node=N3355 type=observe q_pred_context=0.913706 sequence=1001.208870
[plan iscas99__b17] [plan] step=915 node=N3473 type=observe q_pred_context=0.883682 sequence=1002.092552
[plan iscas99__b17] [plan] step=916 node=N3347 type=observe q_pred_context=0.918132 sequence=1003.010685
[plan iscas99__b17] [plan] step=917 node=N5327 type=observe q_pred_context=0.924366 sequence=1003.935051
[plan iscas99__b17] [plan] step=918 node=N25712 type=observe q_pred_context=0.942585 sequence=1004.877635
[plan iscas99__b17] [plan] step=919 node=N3447 type=observe q_pred_context=0.923659 sequence=1005.801294
[plan iscas99__b17] [plan] step=920 node=N5471 type=observe q_pred_context=0.877694 sequence=1006.678988
[plan iscas99__b17] [plan] step=921 node=N3325 type=observe q_pred_context=0.861835 sequence=1007.540822
[plan iscas99__b17] [plan] step=922 node=N3481 type=observe q_pred_context=0.862692 sequence=1008.403514
[plan iscas99__b17] [plan] step=923 node=N28045 type=observe q_pred_context=0.849437 sequence=1009.252951
[plan iscas99__b17] [plan] step=924 node=N28041 type=observe q_pred_context=0.889725 sequence=1010.142675
[plan iscas99__b17] [plan] step=925 node=N12667 type=observe q_pred_context=0.875920 sequence=1011.018595
[plan iscas99__b17] [plan] step=926 node=N3386 type=observe q_pred_context=0.870490 sequence=1011.889085
[plan iscas99__b17] [plan] step=927 node=N3334 type=observe q_pred_context=0.853556 sequence=1012.742640
[plan iscas99__b17] [plan] step=928 node=N3366 type=observe q_pred_context=0.819746 sequence=1013.562386
[plan iscas99__b17] [plan] step=929 node=N5975 type=observe q_pred_context=0.813784 sequence=1014.376171
[plan iscas99__b17] [plan] step=930 node=N3478 type=observe q_pred_context=0.973383 sequence=1015.349554
[plan iscas99__b17] [plan] step=931 node=N3408 type=observe q_pred_context=0.891875 sequence=1016.241429
[plan iscas99__b17] [plan] step=932 node=N5711 type=observe q_pred_context=0.854056 sequence=1017.095485
[plan iscas99__b17] [plan] step=933 node=N3394 type=observe q_pred_context=0.843136 sequence=1017.938621
[plan iscas99__b17] [plan] step=934 node=N3453 type=observe q_pred_context=0.819724 sequence=1018.758345
[plan iscas99__b17] [plan] step=935 node=N31219 type=control0 q_pred_context=0.871585 sequence=1019.629930
[plan iscas99__b17] [plan] step=936 node=N26643 type=control0 q_pred_context=1.195087 sequence=1020.825017
[plan iscas99__b17] [plan] step=937 node=N22049 type=observe q_pred_context=1.075845 sequence=1021.900862
[plan iscas99__b17] [plan] step=938 node=N7938 type=observe q_pred_context=0.904029 sequence=1022.804891
[plan iscas99__b17] [plan] step=939 node=N27495 type=control0 q_pred_context=0.860888 sequence=1023.665779
[plan iscas99__b17] [plan] step=940 node=N26641 type=control0 q_pred_context=1.414335 sequence=1025.080114
[plan iscas99__b17] [plan] step=941 node=N27498 type=control0 q_pred_context=1.187557 sequence=1026.267670
[plan iscas99__b17] [plan] step=942 node=N24576 type=observe q_pred_context=1.651131 sequence=1027.918801
[plan iscas99__b17] [plan] step=943 node=N31250 type=control0 q_pred_context=1.201386 sequence=1029.120187
[plan iscas99__b17] [plan] step=944 node=N3496 type=observe q_pred_context=1.431154 sequence=1030.551340
[plan iscas99__b17] [plan] step=945 node=N27593 type=control0 q_pred_context=0.728271 sequence=1031.279611
[plan iscas99__b17] [plan] step=946 node=N31221 type=control0 q_pred_context=1.198921 sequence=1032.478532
[plan iscas99__b17] [plan] step=947 node=N2249 type=observe q_pred_context=1.920885 sequence=1034.399417
[plan iscas99__b17] [plan] step=948 node=N31211 type=control0 q_pred_context=1.394944 sequence=1035.794360
[plan iscas99__b17] [plan] step=949 node=N19865 type=observe q_pred_context=1.067145 sequence=1036.861505
[plan iscas99__b17] [plan] step=950 node=N31238 type=control0 q_pred_context=1.321063 sequence=1038.182568
[plan iscas99__b17] [plan] step=951 node=N27792 type=control0 q_pred_context=1.741038 sequence=1039.923605
[plan iscas99__b17] [plan] step=952 node=N5591 type=observe q_pred_context=1.254749 sequence=1041.178355
[plan iscas99__b17] [plan] step=953 node=N29124 type=control0 q_pred_context=0.644035 sequence=1041.822390
[plan iscas99__b17] [plan] step=954 node=N29040 type=control0 q_pred_context=0.802277 sequence=1042.624667
[plan iscas99__b17] [plan] step=955 node=N28052 type=observe q_pred_context=0.696118 sequence=1043.320785
[plan iscas99__b17] [plan] step=956 node=N29408 type=control1 q_pred_context=0.683972 sequence=1044.004758
[plan iscas99__b17] [plan] step=957 node=N3403 type=observe q_pred_context=0.636332 sequence=1044.641090
[plan iscas99__b17] [plan] step=958 node=N3401 type=observe q_pred_context=0.945123 sequence=1045.586213
[plan iscas99__b17] [plan] step=959 node=N5495 type=observe q_pred_context=0.703175 sequence=1046.289388
[plan iscas99__b17] [plan] step=960 node=N2245 type=observe q_pred_context=0.642045 sequence=1046.931432
[plan iscas99__b17] [plan] step=961 node=N30920 type=control0 q_pred_context=0.506474 sequence=1047.437906
[plan iscas99__b17] [plan] step=962 node=N26800 type=control0 q_pred_context=0.910397 sequence=1048.348304
[plan iscas99__b17] [plan] step=963 node=N27595 type=control0 q_pred_context=1.172465 sequence=1049.520769
[plan iscas99__b17] [plan] step=964 node=N29409 type=control1 q_pred_context=0.727037 sequence=1050.247806
[plan iscas99__b17] [plan] step=965 node=N31053 type=control0 q_pred_context=0.492846 sequence=1050.740652
[plan iscas99__b17] [plan] step=966 node=N3470 type=observe q_pred_context=0.344053 sequence=1051.084705
[plan iscas99__b17] [plan] step=967 node=N6026 type=observe q_pred_context=0.637064 sequence=1051.721769
[plan iscas99__b17] [plan] step=968 node=N7721 type=control1 q_pred_context=0.501804 sequence=1052.223573
[plan iscas99__b17] [plan] step=969 node=N2025 type=control1 q_pred_context=0.909451 sequence=1053.133025
[plan iscas99__b17] [plan] step=970 node=N28915 type=control0 q_pred_context=0.975051 sequence=1054.108075
[plan iscas99__b17] [plan] step=971 node=N30668 type=control0 q_pred_context=0.937683 sequence=1055.045758
[plan iscas99__b17] [plan] step=972 node=N26684 type=control0 q_pred_context=1.116538 sequence=1056.162296
[plan iscas99__b17] [plan] step=973 node=N29527 type=control0 q_pred_context=1.319507 sequence=1057.481802
[plan iscas99__b17] [plan] step=974 node=N26639 type=control0 q_pred_context=1.355256 sequence=1058.837058
[plan iscas99__b17] [plan] step=975 node=N3558 type=observe q_pred_context=0.804383 sequence=1059.641441
[plan iscas99__b17] [plan] step=976 node=N3486 type=observe q_pred_context=0.850909 sequence=1060.492350
[plan iscas99__b17] [plan] step=977 node=N3500 type=observe q_pred_context=0.876323 sequence=1061.368673
[plan iscas99__b17] [plan] step=978 node=N5903 type=observe q_pred_context=1.008326 sequence=1062.376999
[plan iscas99__b17] [plan] step=979 node=N3445 type=observe q_pred_context=0.965778 sequence=1063.342777
[plan iscas99__b17] [plan] step=980 node=N3458 type=observe q_pred_context=0.907842 sequence=1064.250619
[plan iscas99__b17] [plan] step=981 node=N3490 type=observe q_pred_context=0.904044 sequence=1065.154663
[plan iscas99__b17] [plan] step=982 node=N5951 type=observe q_pred_context=0.873098 sequence=1066.027762
[plan iscas99__b17] [plan] step=983 node=N25232 type=observe q_pred_context=0.951289 sequence=1066.979051
[plan iscas99__b17] [plan] step=984 node=N3422 type=observe q_pred_context=0.936961 sequence=1067.916012
[plan iscas99__b17] [plan] step=985 node=N3540 type=observe q_pred_context=0.882550 sequence=1068.798561
[plan iscas99__b17] [plan] step=986 node=N31217 type=control0 q_pred_context=0.826954 sequence=1069.625516
[plan iscas99__b17] [plan] step=987 node=N3415 type=observe q_pred_context=0.987377 sequence=1070.612892
[plan iscas99__b17] [plan] step=988 node=N3410 type=observe q_pred_context=0.964698 sequence=1071.577590
[plan iscas99__b17] [plan] step=989 node=N29457 type=control0 q_pred_context=0.950547 sequence=1072.528137
[plan iscas99__b17] [plan] step=990 node=N7725 type=control1 q_pred_context=0.760513 sequence=1073.288650
[plan iscas99__b17] [plan] step=991 node=N7718 type=control1 q_pred_context=0.489861 sequence=1073.778511
[plan iscas99__b17] [plan] step=992 node=N31121 type=control0 q_pred_context=0.927686 sequence=1074.706197
[plan iscas99__b17] [plan] step=993 node=N29683 type=control0 q_pred_context=1.037642 sequence=1075.743839
[plan iscas99__b17] [plan] step=994 node=N27504 type=control0 q_pred_context=1.548520 sequence=1077.292359
[plan iscas99__b17] saved=autoresearch/improve-260716-1344/round14_b17/context_cluster_c48_seed1024_depth2/plans/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[gmean] 2026-07-17T05:39:03 [1/1] plan_done benchmark=iscas99__b17 plan_sec=2269.917 plan_csv=autoresearch/improve-260716-1344/round14_b17/context_cluster_c48_seed1024_depth2/plans/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[gmean] 2026-07-17T05:39:03 [1/1] eval_start benchmark=iscas99__b17 backend=atalanta-bist patterns=300000
[eval iscas99__b17] {
[eval iscas99__b17]   "records": 2,
[eval iscas99__b17]   "labels_csv": "autoresearch/improve-260716-1344/round14_b17/context_cluster_c48_seed1024_depth2/evals/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[eval iscas99__b17]   "summary_json": "autoresearch/improve-260716-1344/round14_b17/context_cluster_c48_seed1024_depth2/evals/iscas99__b17__greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[eval iscas99__b17] }
[gmean] 2026-07-17T05:40:20 [1/1] eval_done benchmark=iscas99__b17 delta_tc=0.041569999999999996 plan_sec=2269.917 eval_sec=76.056 total_sec=2346.016
[gmean] 2026-07-17T05:40:20 variant_done id=greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.041569999999999996 positives=1 negatives=0 elapsed=2346.017
