* Log file for the circuit autoresearch/deeptpi_table2_restored_bench/b21_C.bench.
test 1556: 110010110000111101011010010100100001110111011100001011010110101111101001100101100011000011100000000101001111000010010001000000011111011011000101111110010101000101001011111000101110100011110010001000100001101000101001101100110110111000110011111011100001100111010110000111001100101110000111001100001010010011001001011101111010110001111111100010010000111100110011010000111100111110000000000100001111001110111110011011100000011100111100101111101111011110111110011100101111111000111101100010101111111011000100100110000110110100 101111010110101111011101001001101001000110110111001100011101111100110001110110110010000000000000000000000000000000001000100100001111001010000000001010001010010111110001011101000111000000110000100000101100001100000110010111000011100110000101001011110111011100001011010110101110101100111110011011101111111010100011011110001111111110011110000100000000001111100010010100001100111000011101001101110111110011011100000011100111100101111101111011110111110011100101101001110000110001101001100101110000100101001001101    1 faults detected
test 1557: 001111101111011111100000000100100010100111101011111101010100110101100000010110010110111101001000001101101011000001011110110000110000110110001101111011100111000010110001010100110000110010111000110100011010100000000101101111001011100111101110011001000001100011001010011010110000111011000011100110111100011010111010111111111101100010111100111111010000101111011111011101001010011100110110101011000001101010100110100010001110100100001111001110011111100010110001111100110010111101101111000010001100010111110111001110111100001001 111110110011011111111110101110100000000000000000000000001001100111011110011101001111100111011110110001101100001100110111101000001101011011000001000010000101100010101001100001100101110001101000110101000000001011011111111111101011111010101101000010100101101011111111010100110111111110100001011110110100011000100001111011011110100010110000011010101101100111001001011101111101111010000101111111010100110100010001110100100001111001110011111100010110001111100110010010101111011010011010000001110100111100011110110    1 faults detected
test 1558: 101100100010111000101100010000001111100001001010100000100110010111100001111010001111000011000111110011100110100110010001001101010110111101001111110100101110100011001101011000110010100100110110111110001001101100101011010111111000110010001100000110000111011100011011110010011100110100111111110111011110111100101000010111100110101011111101100100010011000000110101000110100101000101100110110100001100010111011110000110111100011101110000100011101110010000000101110010011001111111010001100000111001101011110100100010000001001001 101111111010110011110100001010010010000110001100101111000110000011000100110001111111110100101111110010111101101010110111011001101001100011000010001001000110011010110001100101001001101101111100010011011001010110101110011010011111111011101111011111100011001010100000100110010110100000100011001101101011001110000011000101111111001101000110000101101100110100010010110001010110000001100100010010111011110000110111100011101110000100011101110010000000101110010010010010110000111100010111100001110110011001010110101    1 faults detected
test 1559: 110001101011100111010000110111000111011011000001000101000000011100111110011001011100001111000111100100011110101100110111111001100010001001010000000101111011010010110010100011001110011001000011000100101000111101110110011010100011011010011010100011111001011111000100111111011001111101001011111111011010110111110000011011110000011110000111001011101001110001100101000010100000000011101111010000001001001110000101010110111100011001000000000101100100011010101011010011000100010110110100110011001001111110101010110001000010010101 110000101100000111111100000111110111111001000111110100001100111001100010100110100100000000000000000000000000000000000001001100101000011101100010010110100101100101000110011100110010000110001001010001111011101100111100111110100101111111101101011011011001000001000111000000011100011101111011001110111111001001100110010110110100010110010010000001011110111000000010100001010011000111001011101000010000101010110111100011001000000000101100100011010101011010011000101010111100001110100110011111000010110000110100011    1 faults detected
test 1560: 100110000100100101110000101000100110100010111100001010100100110010111110000010001010010000100011000000000000111100100110001110100000011100011101000001100001011111101001000001001111010111000010010100000110101111100110011101100100001100011100110011101000111011010010110011101101101100001101011110101000101010110111111100111001101000100110100001101000011000110001101011011010000000010110011001010011100111111000101101000110110101100011111101111111110111011010000101001111111010000101011000011101100000110001111100111011000000 011011101001110111011010001011101110011010010110111000011100110011100011000010011010000000000000000000000000000000111001101100001111111111110100011110111111010010000010011110101110000100101000001101011111001100110110110110000110101111010100010100100000111100011000100100110011101110011111000110000011011100001101010000101111111000000000000000000000000000000010010100111001110011110100111110111111000101101000110110101100011111101111111110111011010000101000000001000010010100010000011111011000101000010100010    1 faults detected
test 1561: 101110011001001100101010001001011001010001101101111011110100000010001001110000000110111101110100000110100010111110101110110000010001000000110111110101010011010101000110110000101101101001111001010000101100000110001000101011011011000001001010101100100011010110100101001111001111001010010101110010110111010110111010100111111110011101000111100110110010100001001011101101101110010111101100101001101110000101000001111111110111011001000000111011111100101111110011011000001001000111011011101010110110100100001100000001101000101110 101001001100111101100010101100111010000011010001011110010011010101001000001101101101001010101111101100000010001000110111010111110100010110000010100010101010001101100001011011010011110010100001011000001100010001010111100101001010111001011011101011010001101101111011110100000011100110101000010110110010110110101011101101110001001100001110110010100110111101001110100001100110110100110111010011101000001111111110111011001000000111011111100101111110011011000001011101101111011000000011100100011011000001011100100    3 faults detected
test 1562: 001011111100001111101010110001010111111111010111110111011010011110010111111010101001100110110010110111101001000000000000111100110111100111001000001111100100000100111100010011100101010110010110100011000110010000000100101011111011111111110000101111110100011001110110111111010001101001011011110000011111110111110000111011000111111110100100110110011001001011010110000101110010000000101111001110100010100010100101001111101011001100001100110011111111101010011110010110000011111000011100000101101001000101100011011001010111111111 100010101111110001111110000111111010101000001011000001111111010000111111111101111100100111110000010011100111101100001111111111110110100001001011101000001001111000100111001010101100101101000110001100100000001001011000110100101101111000001111111010101001000101001100010000001000001101001101000011110001001011010000011100001111100000101000101110011110100000001000101111001010010110110011001010010100101001111101011001100001100110011111111101010011110010110001111111011001100101010111111010010101110101001011100    6 faults detected
test 1563: 110101000110111111011101001010111111000101111110000010100000110011000100010010110110110001011000010100010111111000000100011001010101000100111001011100111011000101000100110010001010000010011011010000001000100011110000001011111111111000111100100000010011110000001010011100000001010110000111111011110111110010101011101111000010101011111111001011101110010110110110101000101110110000110001001010101011100100101000001000000110001110101010010110100111111010111010011011011011001111010000110011101100100001011011100000000110001001 111111111010100001111011101010111101110101111101111010100000010011110001111111111101011100111010011100100010101010011101111110000001011101011110100010001010001001100100010100000100110110100000010001000111100000010000101011000011111101111011111001000111111110000010100000110010110000000011101101000010011011100110000101111001101100111010101010010001100001101010001010110110110100111011101001100101000001000000110001110101010010110100111111010111010011011010010010100011011011010010001000101001001111011101111    2 faults detected
test 1564: 011101101100010111101010010110001010010000010111000011011010110001100101110001010011010101011001010110001110110111001110001010110011010011111100111001011000100001101010010100010001101001101101000010011111001001010101111111011110100010001001011000001110100110011101101011011100100101010100111001110101001100000011000011000010110101110110110010101000011110010010010001001110011110001111010000101101110011110010001010001101100110010111101011001011001011010000111100111011101111011101100111101000110001010111011001100011110011 100111000110100001110001100000011100001101110000110011000001101001000100010111101110011010011100111111001011001100111000110001001000111001010110110101000011010100101000100011010011011010000100111110010010101011111110010010101010011100111010100100010010010111000011011010110001100011001101110101000001111000000010110101111100010000000000000000000000000000000001000100100100111100001010100110111110010001010001101100110010111101011001011001011010000111100111100110101010110010100011101001110101001110010010001    1 faults detected
test 1565: 100010011001001011111100111001010011101011000100111010001011011001011101101100111111000001011101001000111011000000000001000111111110110001000010010101101000110110001011010010101000100000100011010001000110111110110111011011001001100000111001110110011001101000011101110101010100111110100011000011110010100110111111101011101001101001111101100100000010100111111011100111010010111100101010101110011010010001111010010111010100010101000100010001010000011010110110000111101001110001000010101101101011111010010010010110110100011011 111111011011001011101011111110111111011100111110000000100110111001110000011001001100000000000000000000000000000000001000000000001101110001001011110000000001101001000100111010001100000110100010001101111101101110111010011111010001100001111001010000101001010100101000001011001000010110110100100100101111101011011010100001000111001001001011001110101010100111101010001100010000001101011111101110001111010010111010100010101000100010001010000011010110110000111100110110100000111111001101101110101000100111110001101    4 faults detected
test 1566: 111000111110111011000000101111100011100010111001011011000001110001110001011000101000001111100100010010000000000110011110001111101011101100010001111100110000000101110010011100010100000010110111100100011001111110010001111010100001011010011101110001111010111100111001100001110000010100110010110000011001001001100101111100011001101011011110011101001111001010000111000010001010100000001010011101111110011000111001110011000011100101111111111110001101111001110000000010011100111010000110101110011010000111010101000001010101001101 001101111011001100011111010011011001111101110100111110111000111011100101101000010100001100111110001000110111010110111000011001111111111011011110011100001011100100111000101000000101101111001000110011111100100011111000001010011001011000001100100110100100101001001000000001100011011001001010011111110000101100111010110000101110011011001111110111001010000000101000100001110000101001111001011101000111001110011000011100101111111111110001101111001110000000010010011011111100000101000110100011100001000110100111011    1 faults detected
test 1567: 101100101100000001111000111110001011010000001110000010100000100100011111010100110010101111111000011111111110011111100001001001001000010111100010001011011110000011011101001110111010010010001100010001101001100010110011001010011100011001100111001111001000010000001100100101000111000110011001000001011110010110001100101110111101101010000110000111110101111111000010110110011110000000000011101000010110010101010000010011001110000100101110010100101010101101001011011001111001000000100100001011100111101001010100000110001100000101 000000111011011110111010011000110010100000000000000000001111001110011001100011100101111011010001000111101000010010110111100000011000000000011110110000000110111010011101110100100100011000100011010011000101100110010111110011111001100110001100000001010010001110000010100000100110011000110000010101001011110011101000010010000001001101001101000010111000000000001011001001011110000000101000010001101010000010011001110000100101110010100101010101101001011011001110001011111101010011001010111110001011110101111010001    5 faults detected
test 1568: 011111000110011001001000111001010010100100000111111111110011101001011111110101001111100000000100110001000001101100000000010101100101111110011101100111000011011111000010010110101101001011110001001111100111010000110101010101110101001101110111100010100001110101011001110000100000101001101011101011011110110001011100110010010111100010111011101101011111100011000011100110000000101111011011010001010101110101001011111100001010010000010110000001101011110101101101011101101001001011001011001100111000100101011010010100001101010100 001110100011110100100110011101001110000110111010101000010100011110111011001010111011000011100110111001111110100111011111110101001111100000000101001010111110000100101101011010010111100010011111001110100001101010100000010100110101110101101111011010100110000111111111110011101010110111101001111111110010001110011001101001101001001101110101010001011011011110100000110011100001100011111101011010001001011111100001010010000010110000001101011110101101101011101100101000000001111100101011111110101001111011100010100    2 faults detected
test 1569: 101111110011011010010001011010111000000001111110100100101001110001100110111001111110010011110001111111010010010000011111001111011100110101011111100111100010011110001000001110111111100011011110111100110000110111110101011100000010011100000010001010001100010010100100001010011001100000010110110111010111001010001001110000010111000000000110110000000100010001010010111010010001100101100111110101011111010001010110001100001011000010111000111101001110110000000111101111101101001001011101100011010101110001101100111000001001000100 000000010001110100000111001000110010100001001010010001000101000100000011100100000011000111100111111010101100111010110000011111011011010000000111111100111100010000011101111111000110111101111001100001101111101010111100110000001011011011101011100110000001111110100100101001110001110001010001100101100111010101100011011101001001011001011111010101111100110100110000110111110001111110011000010100001010110001100001011000010111000111101001110110000000111101111100001001110010011111100111011001110100000111001001000    1 faults detected
test 1570: 000100101111011101111111010111000110011101110000010100011101011011110011100110010111100011101110000011111010110101111101101010110100001000110111000001111001010101011101011000111011010010100000110000011000110001111010001100101000011011101110001000011000000011011101111101111110000101111011100001100111001001101110110110010001001100011111011001000110111010100011110010001110010111100110000111001011011000010101100111010101011011100110000010000100110101110111010001111101001100101011110100101010101111000111011111110010001000 011100001001000110100110111011000100111110000010100100100001000111011101100001010010000000000000000000000000000000100100000101001010000011111001010010110111101110111000001111101000000001100000110001100011110100011111000010111101110000110011100110011111110000010100011101011010110110000010100001011010101010010111101010011001011011011010011100001100111101001000100111100010101110110001001101100010101100111010101011011100110000010000100110101110111010001110010001110001111010011001110011110110111011100111001    1 faults detected
test 1571: 010000010010101011001010010110010100100011101111011010000110100110010001110101110011101011000001000000000000110001001101101100100011110100010001001001100110111010000010100100011010100000011000000110100001100011000000110010101000011101010111000110100100001101001101110100010001110011011111110010101111101111100111001100110111000011010111000001001101001010000000001010111001110111111000000100111110011110011000100010110011110000101001100011111100100000001101100110001011100111011010110011001110111100000110001011001100001010 010101110001110110011001110011100000111111111111100101010110001110101011100001010101100110010010001000101111000100100100110111001111111111111000001001110100000101001000110101000000110000001101000011000110000001101000111001101111111001010111110110100011101111011010000110100110101110000011001011111110111001100110101101110011101111001111100100000011111101110010000001111110110001011001000111010011000100010110011110000101001100011111100100000001101100110000010100110101110011101011100010000001101101010000010    1 faults detected
test 1572: 001001011010111100000011101010001001111100110101111011001011011000001111000101000101100011011000000000001111001000010001001000010100101010011101100001011010010100100001111001001010100101011000000001000011011000000111011111101000110100001001111001101000000001011111110110110110001110000101110001001101010001000001001100011001010100101101010101001010011001111001000011001001100110101100101010010000001111110110101101110111011000100101011100101011010110110000011100111000111000100111000011100101111101011111110011110011100000 011010000101001110001001000001011011111111111000011000011001111001000010110001011111011010000110111001010100101000110111011110110000111111111110110000101001000011110010010101001010110000000010000110110000001110111011000111000010111000100110101011111100110101111011001011011000010111111110110110011111010011100001110010001110001110000001001010100110101100110010101100100011101000011100011011011110110101101110111011000100101011100101011010110110000011100111000000110001101000101000111100000000111000110001011    1 faults detected
test 1573: 111011101101100001001101001110110011000100011100001001110101000000011011011011010100101100100011111010000101110101001011110001110110110111000101011001110010111000110110010111011111010110111100010011001110101011001011100011101100011011001010101000011001011100011011101001101010010101101000011111000000011010101000110011000001011001001111000000000000010010101000011010111110010001001001101111101000101001101111101000000110110010100111000101111100111000001011101011101111101110111000100111101111001101100010011001010010000001 101001011101000001100110001010100110011011110101100000010000111010100010111001011110000000000000000000000000000000111101001010111010000101111100000101110001101100101110111110101101111000100110011101010110010111000101001010110100001111100000001111000110011100001001110101000010000000000000111010111001111011110010001110111011111010100010111110110010010001001001010011110101011100000000000001101101111101000000110110010100111000101111100111000001011101011100000011001101001010110110110110000100001001001101101    8 faults detected
test 1574: 001000110101001000100111110011011000001010011001011011000110000010110101110110100011010000010011111101101101011011010000000010001101110110011001101001000010000001010001010001101001010000011111010011101001101100101011010001101111111110010011001101110111100001100010100111101000011001100000111000111110101111110101101101111101111110101110010100010000000010111100001110001010100100011011111001100100100111101110011001010100111111000001001001101011010000100011010100000010101011110011001011101111100000000001100000101111101001 100000000101101000000000000001011111001010001100001111111011001100100111111111011000000000000000000000000000000000000000101101101011011011111100101000000010100010100011010010100000111110100111010011011001010110100100001100110000011100011111010110001010011001011011000110000010101110011010000010000011111011101001100111101010100100100100110011111011000100101111101100011001001011100010111011011101110011001010100111111000001001001101011010000100011010100001010010000010110001011011101011011001011111100010010   10 faults detected
test 1575: 010101100101111111011000001111001011001110010011100111101111110011010000010111010101011011100110110111101111110110110101010111000100000001111111011001010010111101111011011001100010110001011010110110111010010010100110101101000001011001000100101000001011110100111110110011010110010100100100111111001010011110110011001011111111011101010100000101010110111001100100100110000011010010011001100000110110011100000110011001000000101000001100010001011011010001011011000010000100110001011011100111110001110100010001100110011100001100 110101001101111111111001100110111110101101010101001110000001010010001001101000001011001010011011111110000000100010101010110110111111011110110110011101111011110110110011000101100010110101101101110100100101001101011011001010010010011111100101001111001100010011110101101111110010101101100001010000010111000111110011101101000110010000000000000000000000000000000000110010010011001110110101010001000000110011001000000101000001100011001000000010001110001111001000011001110110101010111010000010111001000000111101110    9 faults detected
test 1576: 101011101011111010101000010011110110011011110000111001101100000111001111011101010100110001111111011010000100001001110011100110001111011001110000011001011111110111010101110101101111011110101111101011111000001110010111010010100000101110011100100000000001001001001001000110011101000001101110010000110100011111101000101110100000001000000000010011011011011010110101011000001111011110000011011100000010001010110010110110101110010000000000001001101100111110110000011111111100010110010100011101001100111110101010100000010000001101 000000001000000010111010001011110010111001000001000100000000010011100111010000010101111010011000001110011011110001001111011101010100110001110110001111101110101011101011011110111101011111010111110000011100101110101110100000110111001000011010001100011001110000111011101100000110000100000010101010111110011001011100010100110100011010001000000111011000001111011000001101010110101101101101100101110110010110110101110010000000000001001101100111110110000011111110011011100011001010101110111100100000100111011110011    7 faults detected
test 1577: 000110100110100110100011111111111111001000110110010010010111101101101000100000101011011110111011100111001011001010110010100011010011110100011010110001100101110001011111101111100011101000111001001110101010111010110011010010111110011111110000111001110010010010011011100010010010000100111011000101110110001101011000001001111000011011100111000000010000000000000010101111011100100010110111011101011111001001111110100001001011111001010100011001100110110010111100000010000000101011000110100110100000001010100101010111000010010111 010011111100001111001000001101011101110011100101100110111001110000111111100111110100100110001101011000101111001010010100110101001101001110011101100111100010111111011111000111010001110010011101010101110101100110101001000010011101100010111011000101001010110110010010010111101110100001110101010010101000000010110010110001101010000010011111010111011101101000100010000101011111111111111100000001101111110100001001011111001010100011001100110110010111100000010000101111011110110101000001000101111011100001100101000    4 faults detected
test 1578: 000000100000110010000101000011011010110001100100000011000001111101100011101001010110000101001111110111110000001011001111000100111111101101000111010000111011000000000011110011001000100001011100110010111011001101001010110100000000101111010110111100100111001011000011010011111001101011101000011110000101100111001001001000111001001000000110000011110110101100111101101001111010110111010001000110111101010110010011010100000100111101100101011000110100001101100011000000010010011001100000110011110101010011000001110000011101111110 100000011001001110001001001001111110010110000110100111010011110110101111010000000011011100001011100010110111111100001111001101000000111110111111001010000000000111100110010001000010111001100101110110011010010101101100110101110100001111000010110010110011100100000011000001111100010111011110100011000011011001011100011100101111100000000000000000000000000000000000110100100001100101001000100000110010011010100000100111101100101011000110100001101100011000000011111100101000011010100101110001100001110001101011111    1 faults detected
test 1579: 100010001001011000111100001010001110100101101010011001011001111101101001110110101001011001110101001001000110110001001111111100110001001111100011101101010111101011111111100111110100000000000100000011100101111101010010001111110101110011100101000000100000110110110111010100100010101001011011010001111111010011101101100000011010010111100100000111000110110000110110100100000110000010110100110101010010101011011110110100001100000100010111001110010010111001111110110101110011101110001110000001110111111110101000001010001011001111 000011100100101100010011011011111001010111011011011000010000001010011100111010111111101010110111000111110010001100000000110111001001110110110101101011010111111111001111101000000000001000000111001011111010100100010001010100101101101000111111101000100111101010011001011001111101101000101000001010111111110111000000111000111011100000000000000000000000000000000000010010110110000110110001110001011011110110100001100000100010111001110010010111001111110110101110011111100110100101011011100101100010001101001010111    2 faults detected
test 1580: 111000101100100111100101101111100110000001000101010110000100101000001111001110011010011110100101110001011100110101111100101010111110010110010110101000010010000100000001111110101101111010101110100001011100000011111001111111111011010111011111010100000011100000111000111001011011101100111000011100011000101111001001101001111111110111111111010100111000001111000100100111001001101010010000111011101111110100110001110011011110101101000011100100101001001101010100010101110111011011000111001010101000011011101000000100000010001010 111111100111111111011011001001111101001010000000100110000010101111101110101101111110000000000000000000000000000000101100000101001100010111000110000011001000101000110100101111111000011101000010111000000111110011111101110110011100001110001100010110000011000101010110000100101000001110010100101000101100001010101001110001101101110000000000000000000000000000000001110010010001111000001110010101000110001110011011110101101000011000000010111001101011011010010000010101011110010110011100111100010001011101010100111    1 faults detected
test 1581: 010010000111011011111000000010000011100011101100011000000010110101011011011100110110111001010000010110101010111100000111011101001101101101000110011110000100101100010001111100010001011010111101111110001101011011101100000110000111100000001101101000100101000000010000101100011101110010011001001110000111000100100101001011100111100001100010100100111010010110100111101011001000111001110111000101000001101101001101111010000010001001100110110011011110110110000101101101011101100011001100001100000011000100011010000110001110100000 100011000011110011101001010010010100011011011110010001010001011011000000011110000110100001111001100010110110110011011011011100110110111001000000101001011000100011111000100010110101111011111100011010110111011000001110111001001100100111000011100011100001101100011010000010110100011111010111010111010001100000011000011001100011011110110000010100011101110011100001101011110010110100101110010011001001101111010000010001001100110110011011110110110000101101101011000000100111011011001110110110111001111001001101010    7 faults detected
test 1582: 110011010011111111110100010011111011100101000011001011000100100101011010100011010110000100011001011110010011011000011011100001010110011010000001010100000111110111011111001000111010000110001100001001100111110100100001000011100000001111010100101011100001110001101101000101101100100111110111100010101011110101111010000101010010010010011000101110011001010010001101100011001000110011100000010100111010100101000000000001000100111011010101101011110000111001000010011010101011001001111010100011011000111000010111111011001100010000 011100100100100101010000101111010010101100100000111000011101010010101111000000011101100000101010000001011001101011011010100011010110000100000001000011101110111110010001110100001100011000010011001111101001000010000110010011111011110001010101111011100111000011001011000100100100100100101011001110001110001101100010101111001001101100101011100101000000111001100001100011011000100101001100111011001000000000001000100111011010101101011110000111001000010011010100100000001000011010110001010110111101010101111101101    1 faults detected
test 1583: 001000100100001110010100101010011100110010111000010100001100001101111000111000111100000111111000000000000000110010110000101100110111100000110101110001011000011110110111001001101011011101001100011111110000001010110110011001110110001010110111110101011110011101101110110001101010001111110111000001011111110000000001101010111011101100110100111111111001101001010110001011100000011001001101011000000000001011101001011100111010100011011100110001000001110100101101110011101001010110100111011000101010101011000010000100011010011010 100110001011101110111011000000001001101100010101111011101010111110110101000110111000011010001110101100000111101100101111001011001111111111111110111000111101101110010011010110111010011000111111100000010101101100110101000111111011100000101111111010110010111000010100001100001100101010010000111000001010101010001101110010110101001010000000000011010110010011000110000111100100100001000110111010011101001011100111010100011011100110001000001110100101101110011100110101111000001111000111000111110100011111111110110    3 faults detected
test 1584: 000011001101000100111100000001011010111101011011101111000010111011110001011010111001000011001011110011000100001110110111000000101111011110110111100000010111101100100101111110101101000011111111000010010101110010011001110111110111010111001011111001011010001001110000010100100010110011000001100011011110100011011111101111100101101010011111000010101000010011101011101110000000010101100001101111011101011110101000100001100110001001110100101111110011001001011000111010100001000001110111001001001010011011001010001111101000111111 001100111011010011111011111101101001101000111101010010101001111101001110101110111111101000000111101101111011110100001110110111000010001100111101010011011001001011111101011010000111111110000100101011100100110011100001011001100000110001101111010010111111011011101111000010111010001101011110000001101100101001001001110111000001000111010111011110110000110101000000111011101011100100001010100000010101000100001100110001001110100101111110011001001011000111010101111110110000100111010110100011110100000100101110111    1 faults detected
test 1585: 110010111001010001011111100000111111110010000000111100011111110100001000100101100110111001100010010111101010110101110001111110011000101100111101011011110000001110000110101111010101010101101000001010001110000010001011100100110011101011001000000011101110111110000000110010001100010010001100101001010010000110111010011101101000001001001000011011010101001001001111011101101100010000110011111000110100000111010010011110011110011001001000101101000111010110111011011111011101000001001010011110011010111100010010010100101000000101 001001001000001011011100101110111010111101000001011111011100000001001101011100110010001111011010111100110100011001010100001010101100110111110111111100011100001101011110101010101011010000010100011100000100010111000110001001000110010100101001000011110000000000111110011111110100110110101010010010011110101100111100101001000001011100000101100011111001100001000011011101111001001001010101101101111010010011110011110011001001000101101000111010110111011011111010001011100111011001101001000100010001100011000111001    8 faults detected
test 1586: 001000000001110100001110100100110110011001001011000001110110111001111011101011001001010000001000011110011000100100110111001100100001111011110111000001101110111111110010000001101001100111100100111001010110111011010001000100110110001001011011000011111000001011111100011111011110010010010000111101110011100110001000110001011010111001001110111000111010100101101101011101011001001011001000010101110010000101100011111011011110001111011010001000111101111100111100000011000100100100111010101001100011111110010001110100110101011011 111001011110101101000110001000110111110001111110100000111100001101101001000110110010000000000000000000000000000000110001001101101110011000011111010101111111100100000011010011001111001001110010101101110110100010001111001001001000011110111001110010011011001011000001110110111001011111110100110011011111100011001010101110010010010000000000000000000000000000000010100010100100101101010001110011001100011111011011110001111011010101110001011010010110010010000000110110000010100100110101110111111111011100010100110    1 faults detected
test 1587: 000101101100111111100100001100001010010011000000100011001111010100001000111010110011110011111011000001000010001000000000000101010110101001011010000111110100110101000100000001110011100100011110010111100110110010110011010010110011100100001110111111101010000001010011011101010011101000001010010001100101010010110111001011010000111001101010010010110110100100101110011110011000000100010001000011000101011100010000000111111101100100100100101110000101011000111111010101111011101111110111111010010100000011100001001110111000110101 101011001110000101101001110110100000001111010111111110011111110111000010011100110100101111100001011010010101101010001000111010110011110011110101111001101010001000000011100111001000111100101111001101100101100110101001110100000101001000110010101000010001000000110001001111010110001110111001000011100000010100101111110111111011101111010100011000010001000100000011000011000101101101001001011101000010000000111111101100100100100101110000101011000111111010101111101011110011110011010111000100011001011100110001111    5 faults detected
test 1588: 001011111111110100100000010001000101111011010001100100011011011000001010111010011000011010100111111000111111001000001101001011011101011011001101101010100100001101111011111000100100100001010011100111000001000101111000111011110101011110101111011011110110001010001101000110101011110001010000000001011101110001101001111010000111010001101101101000001001000101001100000111111100100111010000001100000000010110001110001010111011110110010011000111000011000011100110000000010010010001110111111111011100101010011111101110000001011101 001011010101110000101111001011010010000011100000011011111101101111010111101010111100100101010110110011011010111010110100111110110000001110000010000100011011110111110001001001000010100111001110000010001011110001110101111000101000000000101110111011111011010001100100011011011000011001110010110100101010011101111111110111000100100101000000000110000001011100100110101110011101001010101000000101110001110001010111011110110010011000111000011000011100110000000010111011010110000110010111010100011010000011011010000    5 faults detected
test 1589: 111011011000001101010110001011111110111010101101011100000110111000010001010000111001110100001100011011001001001011101001001100101101110011001101100001001000100001010000100101101010101011000110011101100101110110110001000101111100110111101011010000011101110101110010010110010100111010001110010110000011101110000011001001110110010001010011010010011101110111011001001000011001101001111000010100001111001011101100001100011001010110110010010001011110010100100000001111111001100100001000101101110111111011111010011001111010111001 110101000100110111001001100000110000010001001101110001100000101101011110110011111010010010000110110011001110110100010001010000111001110100010011111001000010100001001011010101010110001100111011001011101101100010001010011101000111001011000001110101101001100011010100000101111100101111001100101111101111110111011010001000010011001000000000000000000000000000000011110110110010001000100011011101111101100001100011001010110110010010001011110010100100000001111111110010001011100111000010100010011011101001110010111    5 faults detected
test 1590: 110110000010101110100011010100011110110000010100110110011011010101001001000110100111111010101010110000100111001000111000010010011011010001100000001101111010011111110110001001001010101000101000111100000110010011011110100010001101100111110110011100111010010000110101011100100000010111101001011111011101010010001011011111010101111001101100110110011100011000011111010100001011010101100100100011100111011100001101011001010011011001100000001111010111100100001011100110010110011011101011010111001000000111110011111010010001100010 001011011111010101111101101000101001110101011000010010110011100110111110011011000101011110110000000110001011011000100001110001001110010000110101010100111111101100010010010101010001010001111000001100100110111101000000001011110100101111101110101010110010010100110110011011010101101100111000110000110000001001110101101011101100110111011100111000100100110101011000010101111100001100011100110111000001101011001010011011001100000001111010111100100001011100110011000101010111111001011000100100101001010010001010110    1 faults detected
test 1591: 001000111111000110011011101001101010100111000110000101110000010110010000010101001001011001101000011000001000011111101110101010111111100000111001100100011100111101001110101100100001001101001110000011010110111001101100010100010010011011110010111100011010011110100100001100000000000011110010110001011110010001111110010110111110000011011101010010101111000110000000100110100001010011011111111001111111001101111100000111011001111110001111101111011011000100000010110011010101111011110011101000010101101100111100100101000000110100 011101110000111110110100111111000011001010101101010010100011110100111101100100100010000000000000000000000000000000101000100000011110111110011111011001111010011101011001000010011010000101111101100111001110111010010000000001111001011000101111001010100101000110000111110000010110011001101111010111011011010100001011100111101111010000000000000000000000000000000010110010000000110001111010100101001111100000111011001111110001111000000000100011010011101000011011101001100110100100101010000010000011010110111100110    1 faults detected
test 1592: 100010111111100000010101000011100111001100110001010110011001011010011101000101010101111111001000111000000101000011010100110010000010011111110100011100111110001000110111001100111101101111000100100110100011010101101111010010101000011101000101111111011000101100101010100000110101011011011000000010011011110101110010011010000101000110001101000000000011010000011000011110110000011010000001100010110011010111101100111001110100010001111000001110011110100110010001010101001111110100110110010000100010001010110001001011010101101101 101000100001010000111100100111011000001010101001101000101111111010001011100001010101111100111000101111111001000000110010101100001010000001110001010100010001101110011001111011011110001001001101000110101011011110101010101101101100000001001101111001001110110001010110011001011011010101101001000110101000100010000100110110010111111101011001101000110000001011000001000011110011111010100000000000011101100111001110100010001111000001110011110100110010001010101001011010111111101010101000101110001000000101000101010    1 faults detected
test 1593: 001010101000011011100110011011001011101000011011110001011011111101011010100101101100111010110110000001101110100100110001101010000011001001010001101101101001101010101101111010110001111101000000101001011011000110000001001111101101111011110111000100111000101110101100000001011010101100000100100011110100100111101111100110000011001000110100010100100100000100110011110100100001111111101010000110001101100000110110000010100000000101011100010001110001000100001111001101000011101011000010001011111010010001010101101101011110010010 110110011001100000110011111011110100000001101011101000110010001110111101111011011110010110110110001010010011000000100111001101101000100111111001110111010101011011110101100011111010000001010010110110001100000010011101010110000010010001111010010011101010011011110001011011111110101001001000001001100100101111101000100001101011100000110110001100001010111111110010010111100110010000010010010100000110110000010100000000101011100010001110001000100001111001101000100101010111001101101001010110110001011000011001100    4 faults detected

End of test pattern generation.

	*******************************************************
	*                                                     *
	*          Welcome to atalanta (version 2.0)          *
	*                                                     *
	*               Dong S. Ha (ha@vt.edu)                *
	*            Web: http://www.ee.vt.edu/ha             *
	*  Virginia Polytechnic Institute & State University  *
	*                                                     *
	*******************************************************

******   SUMMARY OF TEST PATTERN GENERATION RESULTS   ******
1. Circuit structure
   Name of the circuit                       : Restored_from_DeepTPI_ITC22_npz_graph:_b21_C
   Number of primary inputs                  : 522
   Number of primary outputs                 : 507
   Number of gates                           : 62295
   Level of the circuit                      : 167

2. ATPG parameters
   Test pattern generation Mode              : RPT + DTPG + TC
   Limit of random patterns (packets)        : 16
   Backtrack limit                           : 10
