step,node,type,q_pred,q_pred_context,score_pred,reward_pred,reward_pred_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,step_value,sequence_score,lookahead_score,objective_score,objective,planner,score_adjusted,diversity_penalty,candidate_strategy
210,N6537,observe,0.3238494396209717,1.2256404760479926,0.3238494396209717,0.20473787188529968,5.5929647905752065,0.002047378718852997,-0.19449405372142792,1.1486319303512573,0.20473787188529968,6.577958818953484,-0.026463821530342102,-0.1126866340637207,-0.050313033163547516,28697.791015625,12916.1171875,15781.673828125,29084.93359375,13155.908203125,15929.0244140625,-0.013490326702594757,-0.018565256148576736,-0.009336816146969795,-1.3490326702594757,-1.2930123507976532,6.638263857364654,-2.308039702475071,6.638263857364654,0.20473787188529968,30.566588137298822,0.44198665022850037,0.44198665022850037,cumulative,beam,0.20473787188529968,0.0,hard_fault_cluster
211,N2207,observe,0.3149922490119934,-3.6181270608305933,0.3149922490119934,0.23724877834320068,5.266386702656746,0.0023724877834320067,-0.2030031532049179,1.1489663124084473,0.23724877834320068,5.904366400837898,-0.026092402637004852,-0.10959608852863312,-0.048096492886543274,29084.48828125,13155.8828125,15928.6044921875,28827.2421875,13006.3701171875,15820.87109375,0.008844786323606968,0.011364702135324478,0.0067635178565979,0.8844786323606968,-1.2230251729488373,5.913290636539459,-2.2626864910125732,5.913290636539459,0.23724877834320068,30.803836915642023,0.43006426095962524,0.43006426095962524,cumulative,beam,0.23724877834320068,0.0,hard_fault_cluster
212,N7527,observe,0.32944196462631226,0.2541865464299917,0.32944196462631226,0.19281548261642456,1.0562277237698434,0.0019281548261642456,-0.19008903205394745,1.1480308771133423,0.19281548261642456,1.0867718965560198,-0.026427768170833588,-0.11363061517477036,-0.05151871591806412,28828.18359375,13006.271484375,15821.9111328125,29161.3125,13209.5224609375,15951.7890625,-0.011555667966604233,-0.015627151355147362,-0.008208738639950752,-1.1555667966604233,-1.301930457353592,5.869211164712906,-2.307565227150917,5.869211164712906,0.19281548261642456,30.996652398258448,0.47422683238983154,0.47422683238983154,cumulative,beam,0.19281548261642456,0.0,hard_fault_cluster
213,N6163,observe,0.304111510515213,-4.14275066614151,0.304111510515213,0.281411349773407,5.632469606399536,0.0028141134977340697,-0.20527347922325134,1.1542704105377197,0.281411349773407,5.853991935253143,-0.025472845882177353,-0.10514257848262787,-0.04520068317651749,29162.208984375,13209.666015625,15952.54296875,28557.306640625,12854.4443359375,15702.8623046875,0.02074267901480198,0.026891041547060013,0.015651464462280273,2.074267901480198,-1.1116028279066086,5.838512544631957,-2.1883641481399536,5.838512544631957,0.281411349773407,31.278063748031855,0.5141208171844482,0.5141208171844482,cumulative,beam,0.281411349773407,0.0,hard_fault_cluster
214,N2193,observe,0.3152291178703308,-2.9479298335313797,0.3152291178703308,0.23270946741104126,4.776551312208175,0.0023270946741104125,-0.2013237178325653,1.1477961540222168,0.23270946741104126,6.010741549730301,-0.025795497000217438,-0.10895618051290512,-0.048415519297122955,28557.037109375,12855.12890625,15701.908203125,28794.51953125,12973.138671875,15821.3818359375,-0.008316073566675186,-0.009179974906146526,-0.007608860731124878,-0.8316073566675186,-1.1990440785884857,6.041192631721496,-2.2344232946634293,6.041192631721496,0.23270946741104126,31.510773215442896,0.5519737005233765,0.5519737005233765,cumulative,beam,0.23270946741104126,0.0,hard_fault_cluster
215,N7505,observe,0.3007040321826935,-4.196424916982651,0.3007040321826935,0.3192642331123352,5.54615615606308,0.003192642331123352,-0.20647527277469635,1.1550414562225342,0.3192642331123352,5.827974872589111,-0.02523726597428322,-0.1031872034072876,-0.04380036145448685,28793.265625,12972.6650390625,15820.6015625,28438.123046875,12757.2900390625,15680.8330078125,0.012334223836660385,0.01660221628844738,0.008834592066705227,1.2334223836660385,-1.0494209080934525,5.819240646362305,-2.1551501750946045,5.819240646362305,0.3192642331123352,31.83003744855523,0.5346854627132416,0.5346854627132416,cumulative,beam,0.3192642331123352,0.0,hard_fault_cluster
216,N2189,observe,0.3217918276786804,0.5495668150484563,0.3217918276786804,0.21267980337142944,5.467648756504058,0.0021267980337142944,-0.19623349606990814,1.148019790649414,0.21267980337142944,6.4609928955137725,-0.025957809761166573,-0.10993281751871109,-0.04895704984664917,28438.015625,12757.2822265625,15680.734375,28937.396484375,13045.318359375,15892.078125,-0.017560327425599098,-0.022578174248337746,-0.013477924279868603,-1.7560327425599098,-1.2350813820958138,6.522428965568542,-2.2556060776114464,6.522428965568542,0.21267980337142944,32.04271725192666,0.46758612990379333,0.46758612990379333,cumulative,beam,0.21267980337142944,0.0,hard_fault_cluster
217,N2268,observe,0.3138374388217926,-3.6683676198124884,0.3138374388217926,0.2549063265323639,4.432368907332421,0.0025490632653236388,-0.20355601608753204,1.149139642715454,0.2549063265323639,5.108626353144645,-0.025638088583946228,-0.10694073885679245,-0.04667016863822937,28937.19921875,13045.103515625,15892.0947265625,28703.494140625,12906.494140625,15797.0,0.008076285012066364,0.010625394992530346,0.005983775481581688,0.8076285012066364,-1.1597628891468048,5.826326372623444,-2.2127973660826683,5.826326372623444,0.2549063265323639,32.297623578459024,0.5285539031028748,0.5285539031028748,cumulative,beam,0.2549063265323639,0.0,hard_fault_cluster
218,N2265,observe,0.3104848563671112,-3.6923997992277147,0.3104848563671112,0.27364757657051086,4.768165946006775,0.0027364757657051086,-0.20465224981307983,1.1506271362304688,0.27364757657051086,5.409675726294517,-0.02546996995806694,-0.10553398728370667,-0.04565791040658951,28703.267578125,12906.439453125,15796.828125,28619.0703125,12849.134765625,15769.935546875,0.0029333685524761677,0.0044400072656571865,0.001702403649687767,0.29333685524761677,-1.1227222830057144,5.848686373233796,-2.190928317606449,5.848686373233796,0.27364757657051086,32.571271155029535,0.562332421541214,0.562332421541214,cumulative,beam,0.27364757657051086,0.0,hard_fault_cluster
219,N2264,observe,0.307966411113739,-3.780490340292454,0.307966411113739,0.2886848449707031,4.975709822773934,0.002886848449707031,-0.20451916754245758,1.1512930393218994,0.2886848449707031,5.565485278367996,-0.025396037846803665,-0.10467533022165298,-0.04493861645460129,28619.17578125,12849.16015625,15770.0166015625,28570.796875,12814.6181640625,15756.177734375,0.0016904367366805673,0.00268826843239367,0.0008775429450906813,0.16904367366805673,-1.099625900387764,5.84678081035614,-2.179609313607216,5.84678081035614,0.2886848449707031,32.85995600000024,0.5895118117332458,0.5895118117332458,cumulative,beam,0.2886848449707031,0.0,hard_fault_cluster
220,N2261,observe,0.30633413791656494,-3.8939841187000273,0.30633413791656494,0.3008269667625427,5.1721425473690035,0.003008269667625427,-0.20463748276233673,1.1520063877105713,0.3008269667625427,5.698049325346947,-0.025329750031232834,-0.10400016605854034,-0.044401854276657104,28570.5625,12814.5595703125,15756.00390625,28537.1484375,12790.9921875,15746.15625,0.0011695276480168104,0.001839109812863171,0.0006250097649171948,0.11695276480168104,-1.0801416486501694,5.83721955537796,-2.169766664505005,5.83721955537796,0.3008269667625427,33.16078296676278,0.5124279856681824,0.5124279856681824,cumulative,beam,0.3008269667625427,0.0,hard_fault_cluster
221,N6666,observe,0.3241763710975647,-0.4245050537586212,0.3241763710975647,0.21084043383598328,1.004416459351778,0.0021084043383598327,-0.1938716620206833,1.148532509803772,0.21084043383598328,0.9762208965420722,-0.025964541360735893,-0.11003025621175766,-0.049044542014598846,28537.1640625,12791.0205078125,15746.142578125,28892.4453125,13018.9287109375,15873.515625,-0.012449773959815502,-0.017817828804254532,-0.008089158684015274,-1.2449773959815502,-1.237081192433834,5.719389839172363,-2.2566109001636505,5.719389839172363,0.21084043383598328,33.371623400598764,0.4018370360136032,0.4018370360136032,cumulative,beam,0.21084043383598328,0.0,hard_fault_cluster
222,N2191,observe,0.3321603238582611,-0.15501167438924313,0.3321603238582611,0.19099660217761993,1.2128053567558528,0.0019099660217761993,-0.18561963737010956,1.1471565961837769,0.19099660217761993,1.2395315289497375,-0.02615182101726532,-0.11278805136680603,-0.05153217166662216,28891.958984375,13018.82421875,15873.134765625,29112.15625,13164.421875,15947.7333984375,-0.007621403317898512,-0.011183626018464565,-0.004699678625911474,-0.7621403317898512,-1.2770289033651352,5.81314249753952,-2.280643802136183,5.81314249753952,0.19099660217761993,33.562620002776384,0.36627916991710663,0.36627916991710663,cumulative,beam,0.19099660217761993,0.0,hard_fault_cluster
223,N6849,observe,0.33721137046813965,0.13118802279233938,0.33721137046813965,0.1752825677394867,1.2637118853628635,0.001752825677394867,-0.1806873232126236,1.1430922746658325,0.1752825677394867,1.3783840404450893,-0.02621712163090706,-0.11426186561584473,-0.052984610199928284,29113.203125,13164.4140625,15948.7890625,29281.33984375,13277.2841796875,16004.0556640625,-0.0057752737775444984,-0.008573880419135094,-0.003465253859758377,-0.5775273777544498,-1.3033373206853867,5.898302453756332,-2.292118452489376,5.898302453756332,0.1752825677394867,33.73790257051587,0.351620078086853,0.351620078086853,cumulative,beam,0.1752825677394867,0.0,hard_fault_cluster
224,N1879,observe,0.3307826519012451,-3.2739452995359897,0.3307826519012451,0.17633751034736633,2.547983188927174,0.0017633751034736634,-0.18540427088737488,1.1423735618591309,0.17633751034736633,3.0607308632135393,-0.025969352573156357,-0.11340859532356262,-0.05288618803024292,29282.88671875,13278.2568359375,16004.62890625,29171.130859375,13212.7421875,15958.388671875,0.0038164223078638315,0.004933979827910662,0.002889178693294525,0.38164223078638315,-1.2782241851091385,5.633472957611083,-2.2672574892640114,5.633472957611083,0.17633751034736633,33.91424008086324,0.34009648859500885,0.34009648859500885,cumulative,beam,0.17633751034736633,0.0,hard_fault_cluster
225,N6361,observe,0.33833616971969604,0.20631792068481447,0.33833616971969604,0.16375897824764252,1.3951654773205517,0.001637589782476425,-0.17789722979068756,1.1413652896881104,0.16375897824764252,1.5991586757451295,-0.02611062303185463,-0.11440926045179367,-0.05352955311536789,29168.4609375,13211.2880859375,15957.1728515625,29374.16015625,13341.962890625,16032.197265625,-0.0070521109737455845,-0.0098911477252841,-0.004701610654592514,-0.7052110973745584,-1.30593803524971,5.939511487483978,-2.2847812362015247,5.939511487483978,0.16375897824764252,34.07799905911088,0.35362081229686737,0.35362081229686737,cumulative,beam,0.16375897824764252,0.0,hard_fault_cluster
226,N2252,observe,0.3216809034347534,-4.093826184272766,0.3216809034347534,0.18986183404922485,4.572646117210389,0.0018986183404922485,-0.19110479950904846,1.1474660634994507,0.18986183404922485,4.885901484489441,-0.025530552491545677,-0.10901367664337158,-0.04941810667514801,29374.8203125,13342.5234375,16032.2958984375,29037.505859375,13121.67578125,15915.830078125,0.011483115144073963,0.016552165150642395,0.007264450658112764,1.1483115144073963,-1.2157273516058922,4.772037954330444,-2.218723274767399,4.2981851768493655,0.18986183404922485,34.267860893160105,0.3936331272125244,0.3936331272125244,cumulative,beam,0.18986183404922485,0.0,hard_fault_cluster
227,N2249,observe,0.31539517641067505,-4.0532755297422405,0.31539517641067505,0.20377129316329956,4.19253900051117,0.0020377129316329957,-0.1953529268503189,1.1511038541793823,0.20377129316329956,4.253061127066612,-0.025266975164413452,-0.10651453584432602,-0.04749570041894913,29037.25390625,13121.615234375,15915.638671875,28901.642578125,13018.802734375,15882.83984375,0.004670253023505211,0.00783535372465849,0.0020607924088835716,0.4670253023505211,-1.1718223690986633,5.567225859165191,-2.1879787296056747,5.567225859165191,0.20377129316329956,34.471632186323404,0.38151952624320984,0.38151952624320984,cumulative,beam,0.20377129316329956,0.0,hard_fault_cluster
228,N1865,observe,0.33263158798217773,-0.058935588523745475,0.33263158798217773,0.17774823307991028,1.0695181534439324,0.0017774823307991029,-0.18434463441371918,1.1456845998764038,0.17774823307991028,1.0655448895692825,-0.025751255452632904,-0.11138398200273514,-0.05134496092796326,28900.955078125,13018.447265625,15882.5078125,29250.3359375,13235.0791015625,16015.255859375,-0.012088903225958347,-0.016640374436974525,-0.008358129300177097,-1.2088903225958347,-1.2516927123069763,5.8077112841606136,-2.244267337024212,5.8077112841606136,0.17774823307991028,34.649380419403315,0.37657052278518677,0.37657052278518677,cumulative,beam,0.17774823307991028,0.0,hard_fault_cluster
229,N2248,observe,0.319467693567276,-3.9602662819623946,0.319467693567276,0.1988222897052765,4.487699502706527,0.001988222897052765,-0.19456884264945984,1.1500864028930664,0.1988222897052765,4.645271928310395,-0.025299258530139923,-0.10718247294425964,-0.048144444823265076,29251.12890625,13235.455078125,16015.673828125,28978.5390625,13058.037109375,15920.5009765625,0.009318951517343521,0.013404750265181065,0.0059424820356070995,0.9318951517343521,-1.1810171604156494,5.692932314872741,-2.1926986798644066,5.692932314872741,0.1988222897052765,34.84820270910859,0.40981927514076233,0.40981927514076233,cumulative,beam,0.1988222897052765,0.0,hard_fault_cluster
230,N2245,observe,0.3145582377910614,-3.956389912366867,0.3145582377910614,0.21099698543548584,4.064132571220398,0.0021099698543548583,-0.197953000664711,1.1515564918518066,0.21099698543548584,4.14840189576149,-0.025126494467258453,-0.10530422627925873,-0.04661007970571518,28978.28515625,13057.974609375,15920.3115234375,28876.703125,12979.71875,15896.9833984375,0.0035054534673690796,0.005992955528199673,0.001465305802412331,0.35054534673690796,-1.1500959694385529,5.628723711967469,-2.172011077404022,5.628723711967469,0.21099698543548584,35.05919969454408,0.3940166234970093,0.3940166234970093,cumulative,beam,0.21099698543548584,0.0,hard_fault_cluster
231,N2274,observe,0.3299822211265564,-0.8614263778924942,0.3299822211265564,0.1823497712612152,0.7102623760700225,0.001823497712612152,-0.1851651519536972,1.1482892036437988,0.1823497712612152,0.5854645079374313,-0.025789227336645126,-0.1109931617975235,-0.0507642924785614,28880.736328125,12981.517578125,15899.21875,29195.00390625,13188.580078125,16006.4248046875,-0.010881563648581505,-0.015950562432408333,-0.006742850411683321,-1.0881563648581505,-1.2482837587594986,5.408133368492126,-2.246262989938259,5.408133368492126,0.1823497712612152,35.24154946580529,0.3485312759876251,0.3485312759876251,cumulative,beam,0.1823497712612152,0.0,hard_fault_cluster
232,N6661,observe,0.3384018540382385,0.25419963315129274,0.3384018540382385,0.1661815047264099,1.307266765832901,0.0016618150472640992,-0.17914046347141266,1.144866943359375,0.1661815047264099,1.4410385093092917,-0.025936275720596313,-0.11320601403713226,-0.052771762013435364,29190.80078125,13186.6796875,16004.12109375,29351.5390625,13305.08984375,16046.44921875,-0.005506470333784819,-0.008979528211057186,-0.0026448266580700874,-0.5506470333784819,-1.2825791239738464,5.916335551738739,-2.265865460038185,5.916335551738739,0.1661815047264099,35.4077309705317,0.31919194757938385,0.31919194757938385,cumulative,beam,0.1661815047264099,0.0,hard_fault_cluster
233,N6364,observe,0.34170830249786377,0.2040837582945823,0.34170830249786377,0.15301044285297394,1.3887867007404566,0.0015301044285297395,-0.17484380304813385,1.1430338621139526,0.15301044285297394,1.5543186595290899,-0.025950487703084946,-0.11441883444786072,-0.05410676449537277,29351.0078125,13304.6748046875,16046.333984375,29457.22265625,13388.1865234375,16069.03515625,-0.003618780057877302,-0.006276870146393776,-0.0014147263718768954,-0.3618780057877302,-1.299004465341568,5.930628502368927,-2.271037694066763,5.930628502368927,0.15301044285297394,35.560741413384676,0.29681406915187836,0.29681406915187836,cumulative,beam,0.15301044285297394,0.0,hard_fault_cluster
234,N546,observe,0.3429443836212158,-0.10449717540293929,0.3429443836212158,0.14380362629890442,1.3632671955972908,0.0014380362629890441,-0.17176295816898346,1.1428202390670776,0.14380362629890442,1.4549105927348136,-0.025997314602136612,-0.11530303955078125,-0.05495109409093857,29466.375,13390.6533203125,16075.720703125,29497.62109375,13430.537109375,16067.0849609375,-0.0010603982955217361,-0.0029784797225147486,0.000537191575858742,-0.10603982955217361,-1.3131075948476791,2.203705677986145,-2.2780754938721657,5.855760917663574,0.14380362629890442,35.70454503968358,0.28101491928100586,0.28101491928100586,cumulative,beam,0.14380362629890442,0.0,hard_fault_cluster
235,N536,observe,0.344349205493927,-0.09256923668086525,0.344349205493927,0.13721129298210144,1.3541576839983462,0.0013721129298210144,-0.1692803055047989,1.1431505680084229,0.13721129298210144,1.4684235134720802,-0.026014581322669983,-0.11590922623872757,-0.05558241158723831,29497.65234375,13430.5625,16067.08984375,29520.359375,13459.7333984375,16060.625,-0.0007697911350987852,-0.002171978820115328,0.00040236557833850384,-0.07697911350987852,-1.321096271276474,5.861413826942444,-2.281367667019367,5.861413826942444,0.13721129298210144,35.84175633266568,0.269071102142334,0.269071102142334,cumulative,beam,0.13721129298210144,0.0,hard_fault_cluster
236,N544,observe,0.3455568552017212,-0.08748031929135325,0.3455568552017212,0.13185980916023254,1.3573406308889389,0.0013185980916023254,-0.16736824810504913,1.1436450481414795,0.13185980916023254,1.4747838684916497,-0.026022538542747498,-0.11637725681066513,-0.05608884245157242,29520.37109375,13459.7578125,16060.6142578125,29535.123046875,13481.74609375,16053.376953125,-0.0004997211508452892,-0.0016336312983185053,0.00045062441495247185,-0.04997211508452892,-1.3267489969730377,5.862854291200637,-2.2833776399493217,5.862854291200637,0.13185980916023254,35.973616141825914,0.25924086570739746,0.25924086570739746,cumulative,beam,0.13185980916023254,0.0,hard_fault_cluster
237,N542,observe,0.34663164615631104,-0.07587592855095865,0.34663164615631104,0.12738105654716492,1.3590737901628016,0.0012738105654716491,-0.16589762270450592,1.1440460681915283,0.12738105654716492,1.4761534862220287,-0.026027288287878036,-0.11674311757087708,-0.05648992955684662,29535.125,13481.76953125,16053.35546875,29543.98046875,13498.958984375,16045.0205078125,-0.00029982838896103203,-0.0012750145979225636,0.0005192036624066532,-0.029982838896103203,-1.3313017040491104,5.864652383327484,-2.2848720476031303,5.864652383327484,0.12738105654716492,36.10099719837308,0.2509819194674492,0.2509819194674492,cumulative,beam,0.12738105654716492,0.0,hard_fault_cluster
238,N540,observe,0.34757816791534424,-0.06082417838275428,0.34757816791534424,0.12360086292028427,1.3609805941581725,0.0012360086292028426,-0.16474111378192902,1.144362211227417,0.12360086292028427,1.4763884095847606,-0.02603168599307537,-0.11703488975763321,-0.05680762976408005,29543.974609375,13498.98046875,16044.994140625,29548.537109375,13512.4248046875,16036.1123046875,-0.00015443081792909652,-0.0009959519375115633,0.0005535580567084253,-0.015443081792909652,-1.3352055251598358,5.86647912979126,-2.2861778307706118,5.86647912979126,0.12360086292028427,36.224598061293364,0.24451091140508652,0.24451091140508652,cumulative,beam,0.12360086292028427,0.0,hard_fault_cluster
239,N6252,observe,0.3509509563446045,0.90265112221241,0.3509509563446045,0.12091004848480225,1.3418710365891455,0.0012091004848480225,-0.16581176221370697,1.1398295164108276,0.12091004848480225,1.7444416591525078,-0.025775115936994553,-0.11651989817619324,-0.05712670832872391,29539.40234375,13510.0947265625,16029.30859375,29613.638671875,13558.2587890625,16055.3798828125,-0.0025131290312856436,-0.0035650425124913454,-0.0016264761798083782,-0.25131290312856436,-1.3167720288038254,6.126453502178192,-2.262326702475548,6.126453502178192,0.12091004848480225,36.345508109778166,0.237864188849926,0.237864188849926,cumulative,beam,0.12091004848480225,0.0,hard_fault_cluster
240,N538,observe,0.34937214851379395,0.09100965779274695,0.34937214851379395,0.11574895679950714,1.3351690277829766,0.0011574895679950714,-0.16346783936023712,1.1406190395355225,0.11574895679950714,1.4062197713553903,-0.02586928755044937,-0.11706855148077011,-0.05742034316062927,29622.8203125,13560.6171875,16062.2041015625,29610.740234375,13567.33984375,16043.400390625,0.00040779635310173035,-0.000495748536195606,0.0011706806253641844,0.040779635310173035,-1.3305607587099075,2.199284280538559,-2.2728367559611797,2.18753448843956,0.11574895679950714,36.46125706657767,0.23037714511156082,0.23037714511156082,cumulative,beam,0.11574895679950714,0.0,hard_fault_cluster
241,N534,observe,0.34958693385124207,0.08992924883961684,0.34958693385124207,0.11331254243850708,1.3249922432005405,0.0011331254243850707,-0.1619785577058792,1.14168119430542,0.11331254243850708,1.4229014666378497,-0.025895800441503525,-0.11723192036151886,-0.05751319229602814,29610.736328125,13567.361328125,16043.375,29600.3828125,13568.8876953125,16031.494140625,0.0003496541175991297,-0.00011250287934672087,0.0007405461510643363,0.03496541175991297,-1.3345863074064255,5.884702022075653,-2.2758316099643707,5.884702022075653,0.11331254243850708,36.57456960901618,0.22650686651468277,0.22650686651468277,cumulative,beam,0.11331254243850708,0.0,hard_fault_cluster
242,N532,observe,0.35009878873825073,0.059272311851382264,0.35009878873825073,0.1115427017211914,1.337308217585087,0.001115427017211914,-0.16126205027103424,1.142213225364685,0.1115427017211914,1.4276692382991314,-0.025912683457136154,-0.11735374480485916,-0.057592637836933136,29600.375,13568.908203125,16031.466796875,29590.31640625,13569.7197265625,16020.59765625,0.00033981306478381157,-5.98075712332502e-05,0.0006779879331588745,0.03398130647838116,-1.337512418627739,5.879239282608032,-2.2778293639421463,5.879239282608032,0.1115427017211914,36.68611231073737,0.22376269102096558,0.22376269102096558,cumulative,beam,0.1115427017211914,0.0,hard_fault_cluster
243,N688,observe,0.3510912358760834,0.21286252304911607,0.3510912358760834,0.11010569334030151,1.283431702107191,0.001101056933403015,-0.16090039908885956,1.1419668197631836,0.11010569334030151,1.4123035751283168,-0.02595890685915947,-0.11764415353536606,-0.05776088684797287,29587.62890625,13567.822265625,16019.806640625,29592.69921875,13577.767578125,16014.931640625,-0.00017136595852207392,-0.0007330072694458067,0.0003043107863049954,-0.017136595852207392,-1.3438181728124619,5.901497596502304,-2.2828725576400757,2.0761410772800444,0.11010569334030151,36.79621800407767,0.22138801217079163,0.22138801217079163,cumulative,beam,0.11010569334030151,0.0,hard_fault_cluster
244,N683,observe,0.35164207220077515,0.1435056212544441,0.35164207220077515,0.10902482271194458,1.2764961544424296,0.001090248227119446,-0.1607123613357544,1.1417948007583618,0.10902482271194458,1.4085685976594686,-0.02602856419980526,-0.11799968779087067,-0.05792064219713211,29593.0625,13577.822265625,16015.2412109375,29593.875,13585.2080078125,16008.66796875,-2.7455758754513226e-05,-0.0005439562955871224,0.00041043665260076523,-0.0027455758754513226,-1.3520367965102196,5.885263127088546,-2.2901515141129494,5.885263127088546,0.10902482271194458,36.90524282678962,0.21974259614944458,0.21974259614944458,cumulative,beam,0.10902482271194458,0.0,hard_fault_cluster
245,N6255,observe,0.3537483513355255,0.556795246899128,0.3537483513355255,0.1107177734375,1.3410211838781834,0.001107177734375,-0.1646449863910675,1.135587453842163,0.1107177734375,1.9882364504039287,-0.025697927922010422,-0.11670170724391937,-0.05760732293128967,29586.78125,13584.595703125,16002.185546875,29645.0078125,13610.947265625,16034.0595703125,-0.001967992400750518,-0.0019398120930418372,-0.0019918542820960283,-0.19679924007505178,-1.323487564921379,3.488077175617218,-2.2582164853811264,3.7110844016075135,0.1107177734375,37.01596060022712,0.2606196999549866,0.2606196999549866,cumulative,beam,0.1107177734375,0.0,hard_fault_cluster
246,N6969,observe,0.32740408182144165,-4.065224497318268,0.32740408182144165,0.14990192651748657,4.950755536556244,0.0014990192651748657,-0.1873151808977127,1.1422560214996338,0.14990192651748657,5.251704419851303,-0.02498881332576275,-0.10829982161521912,-0.0505184605717659,29645.552734375,13611.169921875,16034.3828125,29312.244140625,13303.857421875,16008.38671875,0.0112431226298213,0.022577963769435883,0.001621271832846105,1.12431226298213,-1.2067233845591545,5.296224355697632,-2.175841845571995,5.786668205261231,0.14990192651748657,37.165862526744604,0.28408876061439514,0.28408876061439514,cumulative,beam,0.14990192651748657,0.0,hard_fault_cluster
247,N678,observe,0.3419261574745178,0.42101803407073024,0.3419261574745178,0.13418683409690857,1.0539362991414964,0.0013418683409690856,-0.17469356954097748,1.1404674053192139,0.13418683409690857,1.1208386960253118,-0.02556266076862812,-0.11334648728370667,-0.05425339937210083,29318.67578125,13304.1904296875,16014.484375,29572.169921875,13469.30859375,16102.861328125,-0.008646165952086449,-0.01241098903119564,-0.005518563557416201,-0.8646165952086449,-1.2816118374466896,1.7728894150257108,-2.2376025170087814,1.7649011528491974,0.13418683409690857,37.30004936084151,0.293850377202034,0.293850377202034,cumulative,beam,0.13418683409690857,0.0,hard_fault_cluster
248,N1862,observe,0.3283431828022003,-3.9216779426485298,0.3283431828022003,0.15966354310512543,3.8977668859064583,0.0015966354310512543,-0.1883835643529892,1.141982913017273,0.15966354310512543,4.627095806598663,-0.025237638503313065,-0.1087554320693016,-0.050158947706222534,29566.5703125,13469.16796875,16097.4013671875,29263.5546875,13251.0703125,16012.4833984375,0.01024858932942152,0.0161923635751009,0.005275259260088205,1.024858932942152,-1.222117394208908,4.421038513183594,-2.198352236300707,3.975127487182617,0.15966354310512543,37.45971290394664,0.30243508517742157,0.30243508517742157,cumulative,beam,0.15966354310512543,0.0,hard_fault_cluster
249,N693,observe,0.34198540449142456,0.4569556945562363,0.34198540449142456,0.14277154207229614,1.0123175166547298,0.0014277154207229614,-0.17712104320526123,1.141540765762329,0.14277154207229614,1.1208056673407554,-0.02561764419078827,-0.11266504973173141,-0.05328064411878586,29267.9375,13251.080078125,16016.857421875,29510.5078125,13409.724609375,16100.783203125,-0.00828791968524456,-0.011972196400165558,-0.005239840596914291,-0.828791968524456,-1.2774521112442017,2.0617340350151063,-2.2406863421201706,2.0827725315093994,0.14277154207229614,37.602484446018934,0.27702733874320984,0.27702733874320984,cumulative,beam,0.14277154207229614,0.0,hard_fault_cluster
250,N653,observe,0.3451005220413208,0.06964313998818394,0.3451005220413208,0.13424533605575562,1.0710008793696761,0.0013424533605575562,-0.17124702036380768,1.1420484781265259,0.13424533605575562,1.1895414095371961,-0.02575938031077385,-0.11430665105581284,-0.05465443432331085,29508.884765625,13409.67578125,16099.208984375,29577.01171875,13474.67578125,16102.3349609375,-0.002308693015947938,-0.0048472462221980095,-0.00019416958093643188,-0.2308693015947938,-1.2996442168951035,2.1291475987434385,-2.2568645775318146,5.863892230987549,0.13424533605575562,37.73672978207469,0.2939597964286804,0.2939597964286804,cumulative,beam,0.13424533605575562,0.0,hard_fault_cluster
251,N7800,observe,0.33019787073135376,-3.916237634085119,0.33019787073135376,0.1597144603729248,3.756591850146651,0.001597144603729248,-0.18669191002845764,1.1438117027282715,0.1597144603729248,4.508162972927094,-0.025341486558318138,-0.10923774540424347,-0.05034260451793671,29573.5078125,13474.6826171875,16098.826171875,29246.8125,13246.365234375,16000.447265625,0.01104689110070467,0.016944175586104393,0.006110936403274536,1.104689110070467,-1.2306224927306175,4.402482147216796,-2.2082671150565147,3.9730737876892084,0.1597144603729248,37.896444242447615,0.337597519159317,0.337597519159317,cumulative,beam,0.1597144603729248,0.0,hard_fault_cluster
252,N7502,observe,0.3226231038570404,-4.1284762308001515,0.3226231038570404,0.1778830587863922,3.978934893012047,0.0017788305878639222,-0.19260187447071075,1.1471796035766602,0.1778830587863922,4.529255172014237,-0.02516912668943405,-0.10672912001609802,-0.04808680713176727,29246.787109375,13246.408203125,16000.37890625,29089.05859375,13121.837890625,15967.220703125,0.0053930203430354595,0.009404081851243973,0.0020723387133330107,0.539302034303546,-1.1918500065803528,4.392246580123901,-2.185647003352642,3.875635528564453,0.1778830587863922,38.07432730123401,0.3529869168996811,0.3529869168996811,cumulative,beam,0.1778830587863922,0.0,hard_fault_cluster
